Tweet,Date,Link,Relevance,Manual 
Soldiers from @TXMilitary  and @MDNG  help manage busy skies over Kuwait:  https://ngpa.us/4684 Â  pic.twitter.com/nFUe7zgJab,2017-11-03,/USNationalGuard/status/926501898559115264,1,
Pres. Trump says the government won't touch 401(k) tax-break limits   Â  ,2017-10-23,/CBSNews/status/922481498300866561,,
A 42-7 loss to No. 3 Georgia caps brutal week for Florida   Â ,2017-10-28,/TB_Times/status/924411462621192192,,
# BREAKING : Tornado warning for northeastern Palm Beach County until 8 a.m.   Â  ,2017-09-10,/WPTV/status/906846573132488704,,
Latest on the incident at  #TrÃ¨bes   http://bbc.in/2pyC8pY Â  https://twitter.com/BBCkatyaadler/ status/977150908759969794 Â  â¦,2018-03-23,/BBCWorld/status/977151279448444929,0,
Another Maserati SUV is coming to rival Porsche   Â  ,2017-10-25,/businessinsider/status/923172145156509697,,
Duck... duck... ,2017-10-08,/WCSOFL/status/917107463115214849,1,
Think twice before speeding through this trippy-looking crosswalk pic.twitter.com/z71rpVlkQC,2017-12-20,/mashable/status/943616261409292288,0,
COOK IN CAROLINA NEW PROJECT FOR THE URBAN CENTER http: // www. foronoticioso.com/fn/cocinan-en- carolina-nuevo-proyecto-para-el-centro-urbano / ...,2018-02-01,/Foro_Noticioso/status/959070929124052992,0,
"ArcticBath, Sweden's new floating hotel, mixes luxury and nature with an unusual design inspired by the country's log-shipping traditions  http://cnn.it/2GqRF2V Â   via @CNNTravel pic.twitter.com/iZGPsMOeU2",2018-01-30,/CNN/status/958263791334117376,0,
The chilling result of at least 50 surgeries to which a woman submitted to look like Angelina Jolie http://bit.ly/2kccsk0 pic.twitter.com/WI1d8i9UQx,2017-12-04,/NTN24/status/937675367325646848,0,
"I sincerely hope for the peaceful Winter Olympics in South Korea, Kim Jong Un says in New Year's speech. ""I really do wish the best for both North and South Korea.""",2017-12-31,/NBCNews/status/947635299865198593,0,
Former vice president of Cristina FernÃ¡ndez accused of illicit enrichment in Argentina arrested http://bit.ly/2zaOY2e pic.twitter.com/YtMeCKlnff,2017-11-03,/NTN24/status/926519345605251072,0,
Nigel Slaterâs 5 recipes for the festive season https://trib.al/EYFKa7Z Â ,2017-12-18,/guardian/status/942668440946577408,0,
Interview with the media #PuertoRicoSePrepara https: // www. facebook.com/LuisGRiveraMar in / videos / 942186252605970 / ...,2017-09-04,/LuisRiveraMarin/status/904745941109964802,0,
"# VIDEO : #CHP  lands #helicopter  on #I80  in #Emeryville  after #standoff , deadly officer-involved #shooting .   Â   #traffic ",2017-09-27,/abc7newsbayarea/status/913188011453579265,0,
Thousands leave Puerto Rico and leave their pets http://bit.ly/2xMAnYe pic.twitter.com/dNoWCUGzKC,2017-10-17,/primerahora/status/920423575957528576,0,
Mark Zuckerberg loves cheesesteak and he really wants you to know it https://trib.al/ddkXCjD Â ,2017-09-25,/guardian/status/912245211488768000,0,
A manager at the State stood on the street handing $20 bills to ticketholders because they were over capacity.__NEWLINE__  tampabay.com/news/publicsaf ety/amid-fire-code-violations-the-state-theatre-struggles-to-keep-shows/2342575 Â  â¦,2017-10-27,/TB_Times/status/924064420820652033,,
"Transformer catches fire in Tamarac, causes more outages   nsformer-catches-fire-in-tamarac-causes-more-outages/ Â  â¦ ",2017-09-19,/wsvn/status/910336101549793280,0,
"The main differences between Advil, Tylenol, Aleve, and Aspirin summed up ",2017-10-17,/businessinsider/status/920263135050612736,,
# OPINION by Guillermo Javier GonzÃ¡lez @CELAGeopolitica __PIPE__ The enemy (Ima / Ori) ginario http://tlsur.net/2E0Bvey pic.twitter.com/DrpcymKeYj,2018-01-03,/teleSURtv/status/948683893154054144,0,
A grassroots campaign has been orchestrating 72-hour ceasefires in the city http://bbc.in/2nVRBAu Â ,2018-02-13,/BBCNorthAmerica/status/963481182305480707,0,
Official: Irma is the strongest hurricane registered in the Atlantic http://ntcl.co/nv207664 pic.twitter.com/2z4Qy8lGGD,2017-09-05,/noticel/status/905098559195938820,0,
Why prostitution should never be legalised __PIPE__ Julie Bindel  Â ,2017-10-11,/guardian/status/917983877414752257,0,
Assistance continues for the emergency operation of the municipalities. #PRSeLevanta pic.twitter.com/TLRElFUDCg,2017-10-15,/ricardorossello/status/919527314123362304,0,
The CO2 emissions in 2016 were ârecord-breaking.â Here's 3 things you can do to help reduce carbon dioxide. pic.twitter.com/oKQ07uVlgi,2017-11-03,/ajplus/status/926424239342682114,0,
"SHE SAID YES: A Georgia police officer surprised his girlfriend by popping the question amid a group of children during ""Community Helpers Week"" at her school. pic.twitter.com/m4tjw2t0WY",2018-03-16,/FoxNews/status/974629536414519296,0,
"'This was an absolutely horrific attack,' Theresa May says of the Las Vegas shooting ",2017-10-03,/Telegraph/status/915152462520115200,1,
"Despite Irma's downgrade to Cat. 1 storm, it continues to produce hurricane force winds, heavy rain and storm surge   Â  ",2017-09-11,/CBSNews/status/907146812242493440,,
JUST IN: US-Bangla Airline plane crashes near Kathmandu intl airport - reports - DETAILS to follow on  http://RT.com Â  pic.twitter.com/DP4i1VFYuY,2018-03-12,/RT_com/status/973125651078303745,0,
"In statement, man that FBI was at one point seeking as person of interest in NYC truck attack condemns the plot  http://cbsn.ws/2ipBXKd Â  pic.twitter.com/tqxatBcjqq",2017-11-02,/CBSNews/status/926172314013663232,0,
Today is the fifty fifth day of the year.,2018-02-24,/RCTVenlinea/status/967323248768798721,0,
Kim Jong-un re-establishes the inter-Korean communication channel https://es.rt.com/5jus pic.twitter.com/4dl4IkqErN,2018-01-03,/ActualidadRT/status/948475771441463296,0,
You can now use up to 280 characters on Twitter! http://ow.ly/jhtY30grDXD pic.twitter.com/4xQZu7xZWp,2017-11-08,/ExpansionMx/status/928308659658088449,0,
The 3rd season of Billions picks up where Sex and the City left off  https://bloom.bg/2GmtzZS Â  pic.twitter.com/mwBDr4HBxd,2018-03-24,/business/status/977668384262418436,0,
Bright spots at a gloomy time for the British wine trade https://trib.al/zD75DSr Â ,2017-12-28,/guardian/status/946429797625888768,0,
"WATCH LIVE: KDKA-TV Morning News on your computer, tablet or smartphone!   Â  ",2017-09-29,/KDKA/status/913706423854485504,0,
# EnAmerica has already started @CocinandoPVos with @Marubotana_ok __NEWLINE____NEWLINE__EN VIVO at http://AmericaTV.com.ar pic.twitter.com/Svvk2VyndP,2017-11-07,/AmericaTV/status/927891546208440321,0,
"The president may say he's disappointed, but it reflects the exact negotiating position his White House took with the Republican-led Congress to put this bill together, @MajorCBS  reports  https://cbsn.ws/2IMm3G5 Â  pic.twitter.com/AetgQRpghQ",2018-03-23,/CBSNews/status/977241520389677059,0,
# Manhunt  underway after 2 'dangerous' #prisoners  #escape  from #Missouri  #jail .  Â ,2017-10-16,/abc7newsbayarea/status/919786241947729925,0,
Angie meets her biological daughter Meribeth's husband and her grandchildren for the very first time.  http://gma.yahoo.com Â  pic.twitter.com/d6QDwgcN5x,2017-11-16,/GMA/status/931154979460698113,0,
# Venezuela __PIPE__ @ANC_ve approves the Law on the Development of the Mining Arc http://bit.ly/2E0zRdA pic.twitter.com/5ujxakJ8oq,2017-12-28,/teleSURtv/status/946256900756312064,0,
There are ways to buy a car without negotiating.  Â ,2017-10-14,/USATODAY/status/919181027167350784,,
What historians say about the real aspect of Jesus https://bbc.in/2pSNKo3 pic.twitter.com/LjMdhb3hBW,2018-03-30,/bbcmundo/status/979732999037218816,0,
'Dreamers' fear the data they provided to the government for DACA will be used against them  http://read.bi/2vK3wqV Â  pic.twitter.com/zoRsVjNeOy,2017-09-06,/businessinsider/status/905407707699662852,0,
He's really like my brother. Gwyneth Paltrow on ex-husband Chris Martin http://cnn.it/2FlNPXv Â ,2018-01-26,/cnni/status/956912634439389184,0,
President Trump tells reporters that heâs made a decision on the Iran Deal: âIâll let you know.â http://snpy.tv/2wGxDv7 Â ,2017-09-20,/NBCNews/status/910516566726340608,0,
We are what we are because of the commitment of our volunteers .__ NEWLINE__To celebrate volunteering! @RAEstuaries #NationalEstuariesWeek #Volunteers pic.twitter.com/ORjgiBNv3o,2017-09-18,/estuariosanjuan/status/909813872068046849,0,
"Gloria Steinem not surprised by Weinstein allegations. ""He's existed, and these people have existed forever.""  http://abcn.ws/2i6fl4W Â  pic.twitter.com/N64i2udFSG",2017-10-13,/ABC/status/918691614054268928,0,
Sugar manufacturers for more than half a century have hidden that sucrose can cause cancer https://es.rt.com/5hmt pic.twitter.com/DTxqlqkDuM,2017-11-26,/ActualidadRT/status/934896545509634049,0,
The # sinkhole of the Mexico City Center is attributed to heavy rains http://exp.mx/2vMGwTz,2017-08-31,/ExpansionMx/status/903357085169025025,0,
Trump promised to put American workers first. He lied __PIPE__ Michael Paarlberg  Â ,2017-09-04,/guardian/status/904714517921374209,0,
Here's a list showing where @SylvesterTurner 's Harvey relief funds are going: __NEWLINE__  Â  ,2017-10-03,/abc13houston/status/915381009922838528,,
"As hundreds of thousands of Rohingya continue to flee from Myanmar, @ReutersGraphics  look at the numbers:  http://reut.rs/2xUbO0j Â  pic.twitter.com/ALQTzI3xE1",2017-09-21,/Reuters/status/910846643016208384,0,
President Trump's controversial pick for EPA post withdraws nomination  http://nbcnews.to/2AGlDRf Â  pic.twitter.com/Kcczv5zVMk,2017-12-14,/NBCNews/status/941331398434131970,0,
This drink is the perfect hangover cure. pic.twitter.com/1eCUCvCmG4,2017-09-10,/mashable/status/906753106381201408,0,
"# Venezuela Maduro estimates new dialogue with opposition will last a year for ""peace agreement"" http: // www. diariolasamericas.com/c4137191",2017-11-17,/DLasAmericas/status/931492368477511680,0,
Former White House aide's ex-wife lashes back at Trump:  http://abcn.ws/2nYlYp6 Â  pic.twitter.com/qQU3soZCii,2018-02-12,/ABCWorldNews/status/963065711479480327,0,
Britain appoints âminister for lonelinessâ to tackle social isolation. http://nbcnews.to/2EPumxW Â ,2018-01-18,/NBCNightlyNews/status/953931218986287104,0,
Correspondent confuses the popemobile with the batmobile http: // www. diariolasamericas.com/c4131225,2017-09-05,/DLasAmericas/status/905078578651553792,0,
"Actress Heather Menzies-Urich, who played one of the singing von Trapp children in the 1965 hit film, ""The Sound of Music,"" has died  http://cbsn.ws/2kUrhW2 Â  pic.twitter.com/Ad8qlqbhes",2017-12-25,/CBSNews/status/945405041158082562,0,
Cobalt and tungsten are crucial to the functioning of the modern world -- and prices for them are soaring   Â  ,2017-09-12,/cnni/status/907575322455019523,,
Winter tires mandatory for B.C. drivers on most highways as of October 1:__NEWLINE__ http://ow.ly/7sEk30fA6KG Â  pic.twitter.com/fFOT28WAQE,2017-10-02,/weathernetwork/status/914914176237281280,0,
Army Corporal Daniel Kelly disappeared while fighting in Korea in November 1950. He was just 18 years old:  Â ,2017-09-28,/KDKA/status/913551398641561602,0,
"Good news, Shake Shack fans in #NewJersey ! A new location has been approved  Â ",2017-10-06,/NBCNewYork/status/916342330969509889,,
Father of victim in one of three unsolved murders in Tampa calls on community to give up anyone responsible   Â  ,2017-10-24,/ABC/status/922847781840138240,,
Ian Somerhalder said he secretly threw out wife Nikki Reedâs birth control pills   Â  ,2017-09-22,/HuffPost/status/911348860152410112,1,
Latest forecast -   Â   #winknews ,2017-09-08,/winknews/status/906102527204225024,,
LATEST: Oil possibly leaking into Louisiana's Lake Pontchartrain after rig explosion injures 7; 1 missing  http://abcn.ws/2gH1Q8a Â  pic.twitter.com/xIP83ECr8Q,2017-10-16,/ABC/status/919803850185310208,0,
Mystery real-life Rosie the Riveter dies aged 96 http://www. telegraph.co.uk/news/2018/01/2 3/mystery-real-life-rosie-riveter-dies-aged-96/?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter Â  â¦,2018-01-23,/Telegraph/status/955841969430949891,0,
Roger Stone says he will appear before the House Intelligence Committee on Sept. 26  https://bloom.bg/2xnU1xv Â  pic.twitter.com/NJQ4uiN5LF,2017-09-14,/business/status/908422473980538880,0,
Pasta Polonium & Novichokolate: Graffiti mocks Skripal incident with 'Russian embassy menu'  https://on.rt.com/9192 Â  pic.twitter.com/LkHhR99ml6,2018-03-16,/RT_com/status/974680164398452736,0,
Slack valued at $5.1 billion after new funding led by SoftBank   Â  ,2017-09-18,/Reuters/status/909742790879465472,0,
"Iraqi oil minister asks BP to develop Kirkuk oilfields, oil ministry says   Â  ",2017-10-18,/Reuters/status/920567674077409280,0,
"Thereâs nothing like seeing this many women excited about tech, excited about being together.  Â ",2017-10-15,/mashable/status/919620179096670208,,
"Trump says he would have run into Florida school during shooting, even without a weapon.__NEWLINE__ http://bit.ly/2HKlcVX Â  pic.twitter.com/dR4w0kTRGQ",2018-02-26,/komonews/status/968293354025795584,0,
AHEAD on @CBSThisMorning : One of Americaâs medal winners in Pyeongchang reveals how expensive the Olympic dream can be pic.twitter.com/N8Yq23Q0Mj,2018-02-20,/CBSNews/status/965930866303229952,0,
Puerto Ricoâs Hospitals Running Out of Everything and Patients Running Out of Time http://thebea.st/2xDZnUT Â ,2017-09-27,/PuertoRicoPUR/status/913063482731499520,0,
Man who survived #Irma  in the Turks and Caicos says it was the worst experience of his life   Â ,2017-09-10,/cnni/status/906804468552888321,,
"Watch never-before-seen Joan Rivers footage from ""Fashion Police"" finale__NEWLINE__ https://nbcnews.trib.al/7JIcrdu Â   via @TODAYshow pic.twitter.com/hIHxUlhXvU",2017-10-21,/NBCNews/status/921647353966317568,0,
"Here's how much money you actually take home from a $75,000 salary depending on where you live pic.twitter.com/X2h6dSpArq",2017-10-25,/businessinsider/status/923158208364953600,0,
Brexit helped push down living standards in 2018 â experts debate the data https://trib.al/l2CTpS7 Â ,2017-12-21,/guardian/status/943849122129473536,0,
Putin is heading for a fourth term in Russia #AFP http://u.afp.com/o5B6 pic.twitter.com/LaZvkH5Fkk,2018-03-15,/AFPespanol/status/974352279682801665,0,
Steve Bellâs If ... Theresa May takes her pet Gavin to Salisbury https://trib.al/jyt2gCf Â ,2018-03-19,/guardian/status/975627099649306624,0,
What have been the links between @ppkamigo and the corruption of #Odebrecht? http://bit.ly/2z6xh6I pic.twitter.com/LrLZLMu1W7,2017-10-26,/teleSURtv/status/923689449917177856,0,
T.Lucena gave details of the call to presidential elections. pic.twitter.com/0PzrUaSPOU,2018-02-08,/RCTVenlinea/status/961533878581235712,0,
"The entertainment media company that owns ""Variety,"" ""Deadline,"" and other properties has reached a deal to acquire control of ""Rolling Stone"" magazine. https://usat.ly/2BWRQ6q Â ",2017-12-21,/USATODAY/status/943845127096856576,0,
"Cuba recognizes that the obstacles to the advancement of the Cuban economy have been greater than what was expected, acknowledges the former Cuban Minister of Economy, JosÃ© Luis RodrÃ­guez https://es.rt.com/5pth __NEWLINE __ @ oliverzo_RT",2018-03-27,/ActualidadRT/status/978653840013692930,0,
".@LucyFlores  on RAISE Act: ""It does nothing to address the broken immigration system that we have now."" @NextRevFNC ",2017-10-22,/FoxNews/status/922286797044047873,,
"India & Japan combine defense forces in AI, robotics to curb Chinese ambitions  https://on.rt.com/8xka Â  pic.twitter.com/WMsa0ao0W4",2018-01-23,/RT_com/status/955811610240700417,0,
Your guide to buying health insurance for the first time  http://cnn.it/2zpFXRA Â  pic.twitter.com/3NmrxtXwq0,2017-10-20,/CNN/status/921384000152915969,0,
Exclusive:  http://Amazon.com Â   readies move to sell electronics directly in Brazil - sources  http://reut.rs/2FiOZHu Â  pic.twitter.com/m3MTpVs8dX,2018-03-07,/Reuters/status/971568745951965185,0,
AEE announces that it restored service to more than one million customers __PIPE__ GOVERNMENT __PIPE__ http://elvocero.com CC1 http: // www. elvocero.com/gobierno/aee-a nuncia-que-reinstate-servicio-a-m-s-de-un / article_72be09ce-00f8-11e8-90fc-67e1222e1923.html ...,2018-01-24,/AEEONLINE/status/956164194365210624,0,
Venezuelan police reiterates in a new video called to fight for freedom http: // www. diariolasamericas.com/c4140198,2017-12-27,/DLasAmericas/status/946090373415391232,0,
The FEI files a Justice referral against the mayor of Villalba http://bit.ly/2BA19Zq pic.twitter.com/oSFitMAStQ,2018-02-17,/ElNuevoDia/status/964961408013172736,0,
Organizations of DD.HH. of # Peru reject pardon to Fujimori http://bit.ly/2fSVUIR pic.twitter.com/dmfqjkTUBo,2017-09-27,/teleSURtv/status/913251672721256450,0,
# NCDN Bridge collapse in Cabirmota de La Vega leaves several isolated communities http://youtu.be/Uj4m5Nex1B0?a,2017-11-07,/CDN37/status/928078367814975491,0,
We treat our pets as people. Is it because itâs getting harder to have faith in humans? __PIPE__ Arwa Mahdawi https://trib.al/E0NakU7 Â ,2017-10-16,/guardian/status/919791902517538817,0,
"Spanish crackdown has undermined Catalan independence bid, regional leader says  http://reut.rs/2xyc1oC Â  pic.twitter.com/TLApa3kr6v",2017-09-21,/Reuters/status/910869715840638978,0,
"âWhen you feel like you can't be heard, & then other people start speaking out, it makes you feel like ânow I can speak out too,ââ -- @Oprah ",2017-10-18,/CBSNews/status/920626897545023488,,
"Hurricane Maria devastates Puerto Rico, heads for Turks and Caicos  Â ",2017-09-21,/Reuters/status/911035873466122241,0,
"Trump also said his administration will provide full support to NYPD, ""including through a joint investigation with"" FBI",2017-10-31,/NPR/status/925502502820249606,0,
They denounce that food can not reach #Venezuela due to the blockade of #EEUU http://tlsur.net/2vWPpcZ pic.twitter.com/78BsMOcQXn,2017-09-03,/teleSURtv/status/904446905295413248,0,
.@realDonaldTrump  calls @HillaryClinton  'biggest loser of all time' after she contests election loss  http://fxn.ws/2hAZ0Bz Â  pic.twitter.com/LgZKAjxBkF,2017-11-19,/FoxNews/status/932186697172996096,0,
"An Oklahoma City cop fatally shot a deaf man, #MagdielSanchez , despite witnesses yelling ""he can't hear you."" The officer is on admin leave.",2017-09-20,/ajplus/status/910551434994761729,,
More than 100 migrants rescued from sinking dinghy off Libyan coast pic.twitter.com/rlfG5PcaRE,2018-03-12,/RT_com/status/973166989651972108,0,
Frankfurt doesn't want London's bankers  https://bloom.bg/2ihct5h Â  pic.twitter.com/MIhzEvEKHd,2017-10-17,/business/status/920442288735772673,0,
There was an effort to discourage the investigation https://es.rt.com/5hmr,2017-11-26,/ActualidadRT/status/935003247550480384,0,
thanks for joining us!,2017-10-26,/CBSThisMorning/status/923506363686375424,0,
".@POTUS  on health care:If we can do a great health care bill bipartisan, Iâm okay with thatâ¦Iâll negotiate with the Democrats.@foxandfriends ",2017-09-28,/FoxNews/status/913355729595097088,,
Is the religious right dead wrong on President Trump? Probably. #Newsbroke pic.twitter.com/MQF2Pqx7yG,2017-10-16,/ajplus/status/919944792288538626,0,
These officers took down the New York pipe bomb suspect  http://cnn.it/2BUWX3x Â  pic.twitter.com/tgJgjSutA6,2017-12-12,/CNN/status/940466665866842112,0,
"Walter Higgins, who increased the revenues of Bermuda's private energy monopoly, was appointed to head the bankrupt local corporation http://ow.ly/q1FW30j4zu6",2018-03-21,/VoceroPR/status/976428299068018688,0,
The president of Goldman Sachs says the perfect rÃ©sumÃ© won't get you the job  http://read.bi/2xLgBMQ Â  pic.twitter.com/YmkoBydgYS,2017-10-17,/businessinsider/status/920290937191800832,0,
# Cuba rejects interventionist statements by Rex Tillerson http://bit.ly/2EiGjQ8 pic.twitter.com/XLz2ykTyHQ,2018-02-05,/teleSURtv/status/960714163365470208,0,
"Pres. Trump: ""I'm pleased to report that, unlike millions of other turkeys at this time of the year, Drumstick has a very, very bright future ahead of him.""  http://abcn.ws/2hK6XVp Â  pic.twitter.com/a92XJU23R8",2017-11-21,/ABCWorldNews/status/933037161938595841,0,
"Chrissy Teigen and John Legend are ready, set, go for baby No. 2  http://huffp.st/6AvXtmy Â  pic.twitter.com/7plivbnfFT",2017-10-04,/HuffPost/status/915719109572259842,0,
# NCDN CONADECO will be launched on the streets to protest if they increase the ticket http://youtu.be/9VFlOPknx4k?a,2017-11-09,/CDN37/status/928756802640105472,0,
Now is not the time for central banks to abandon their inflation targets  http://read.bi/2Ay2QEo Â  pic.twitter.com/Sw8b6QjlYT,2017-12-05,/businessinsider/status/938226404956786689,0,
When Harry met Barry__NEWLINE__Welcome to the real special relationship http://www. telegraph.co.uk/men/relationsh ips/harry-met-barry-welcome-real-special-relationship/ Â  â¦,2017-11-01,/Telegraph/status/925678812557217792,0,
.@POTUS  personally called @therealroseanne  to congratulate her on ratings  https://fxn.ws/2pTNANl Â  pic.twitter.com/d5S81cbtgd,2018-03-30,/FoxNews/status/979653703249678337,0,
Vice President of Ecuador entered a prison in Quito to serve as a preventive prisoner by case Odebrecht__NEWLINE__ http://bit.ly/2xNXo1l pic.twitter.com/LCmJTeq9Rt,2017-10-03,/NTN24/status/915240322808078336,0,
Praying for those in harm's way in California today as well as those who are responding to battle these wildfires #CanyonFire2,2017-10-10,/PascoSheriff/status/917753935624069121,0,
"Tech companies have no incentive to monitor their content â so governments need to give them one, sharpish, writes @daveibsen http://www. telegraph.co.uk/news/2018/02/1 2/tech-companies-have-no-incentive-monitor-content-governments/?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter Â  â¦",2018-02-13,/Telegraph/status/963431980158406658,0,
Halle Berry and Alex Da Kid are Instagram official. https://usat.ly/2ydKHt6 Â ,2017-09-20,/USATODAY/status/910526485542445057,0,
A few big snowstorms could bury parts of Ontario and Quebec in snow in January and February. Canada winter forecast:   Â  ,2017-10-17,/breakingweather/status/920411646383874050,,
"For the record, we have to stop breaking climate records. Here are a few you might have missed:   Â  ",2017-10-06,/ClimateReality/status/916207159901376512,,
Interested in the shape of things to come? We get the scoop on Boeingâs thinking for a New Mid-market Airplane from @jonostrower  in this weekâs episode of AvTalk. __NEWLINE____NEWLINE__   https://blog.flightradar24.com/blog/avtalk-ep isode-27-just-dont-call-it-a-757/ Â  â¦ pic.twitter.com/WLS2fFJEbV,2018-03-17,/flightradar24/status/975109630627143681,0,
The best stovetop espresso makers and moka pots you can buy  http://read.bi/2q7GS8B Â   by @insider_picks,2018-03-26,/businessinsider/status/978378374472232960,0,
Ex-Montana lawmaker gets 18 years for drug trafficking http://www. foxnews.com/politics/2018/ 01/18/ex-montana-lawmaker-gets-18-years-for-drug-trafficking.html Â  â¦,2018-01-18,/FoxNews/status/954181426487971840,0,
WATCH: @VP  Mike Pence's full interview on @foxandfriends  - Part 1. ,2017-09-21,/FoxNews/status/910851138374848512,,
"Five-foot-long boa constrictor found in hotel bed after ""terrified"" owner left it behind   Â  ",2017-10-25,/ABC/status/923049048692674562,,
"Lost Pet Alert: This cat was lost in the Shadow Bay/Hwy 22 area. __NEWLINE__Answers to ""Taz"" & ""Bubby"". Click here to help...   Â  ",2017-09-25,/WJHG_TV/status/912426225217531905,,
# ENFOTOS __PIPE__ Pueblo #Rohingya protests against religious persecution by the Government of Myanmar http://bit.ly/2gyxy6v pic.twitter.com/YtXTDIZvDu,2017-09-04,/teleSURtv/status/904910459924606976,0,
Baker's bus driver suffers accident in #Ciales http://bit.ly/2yTY1WY pic.twitter.com/Bk0d5UxTZv,2017-10-27,/ElNuevoDia/status/923856409879629825,0,
A mass wedding ceremony in northern India weds 76 couples  http://reut.rs/2DlzWHs Â  pic.twitter.com/rFmRFRuiwd,2018-03-18,/Reuters/status/975383323030773760,0,
Man hit by train finally gets to say thanks to men who saved him   Â  ,2017-09-29,/WESH/status/913858956405096448,,
United Kingdom does not recognize the declaration of independence of Catalonia http://cdn.com.do/?p=1079158,2017-10-17,/CDN37/status/920414568744128515,0,
"Hundreds of rare British Commonwealth banknotes go up for auction, with some expected to fetch Â£45,000  telegraph.co.uk/business/2017/ 09/27/hundreds-rare-british-commonwealth-banknotes-go-auction-expected/ Â  â¦",2017-09-27,/Telegraph/status/912991457920897026,1,
For violating the Prohibition Law http://ow.ly/ilew30fpldi,2017-09-25,/VoceroPR/status/912343502855524352,0,
Sunday on @60Minutes : @CharlieRose  speaks with former @WhiteHouse  Chief Strategist Steve Bannon. https://twitter.com/60minutes/stat us/905450829670428672 Â  â¦,2017-09-06,/CBSThisMorning/status/905455819889790976,0,
"H.R. McMaster: ""It would be great if every time we talk about what divides us, we also at least give equal time to what unites us."" pic.twitter.com/vKuclI0gPO",2017-12-02,/FoxNews/status/937071619289288705,0,
.@kimguilfoyle  on warning to Kim Jong Un: This has become full-time job dealing w/ Rocket Man. He has a funny name but he's a really bad guy pic.twitter.com/NLSFG4d1y4,2017-09-19,/FoxNews/status/910314997984702465,0,
"North Korea reportedly caves, Kim Jong Un to consider denuclearizing, asks nothing in return  http://read.bi/2oM3g5q Â  pic.twitter.com/emMRtSvYe8",2018-03-06,/businessinsider/status/970999081475690497,0,
Laws stymie efforts to trace guns used in crimes  http://nbcnews.to/2jKoUr4 Â   via @NBCBayArea pic.twitter.com/ESUMw6i6za,2017-11-21,/NBCNews/status/933127934285512704,0,
I stand by what I said: @RepWilson  says Chief of Staff John Kelly lied about her and to America  Â ,2017-10-31,/nbc6/status/925370084071215104,,
The event will take place from 10 to 30 September in Italy and Bulgaria http://ow.ly/M2jy30gVTPo,2017-11-30,/VoceroPR/status/936361127377866752,0,
Uber boss to meet London transport chief in bid to regain licence https://trib.al/UIkD6SN Â ,2017-09-29,/guardian/status/913700349776728066,0,
Our new #lifegoals !!! #9PMRoutine  n/status/920087750467919872 Â  â¦,2017-10-16,/PascoSheriff/status/920098267333058565,1,
"I really have chills down my back, that is, thank God I did not sell this monster a weapon, he said. http: // www. primerahora.com/noticias/estad os-unidos / nota / duenodearmeriasenegoavenderriflear-15alautordematanzaenflorida-1271653 /? utm_campaign = Echobox & utm_medium = Social & utm_source = Twitter ...",2018-03-07,/primerahora/status/971456804281610241,0,
Government of # Catalonia has contingency plans for the referendum on October 1 http://bit.ly/2yu9kCJ pic.twitter.com/tryHDPsCcO,2017-09-22,/teleSURtv/status/911110059341631489,0,
"In a sea of sequels, franchises and reboots, here's a look at eight first-time directors offering fresh films in 2018. https://usat.ly/2pqpFok Â ",2018-03-20,/USATODAY/status/976288549334069249,0,
"This time last year, right around #ManateeAppreciationDay , the West Indian manatee was reclassified from ""endangered"" to threatened"" âÂ but not everyone saw it as good news. https://n.pr/2pLWRaJ Â ",2018-03-28,/NPR/status/979057532680380416,0,
.@Google  Chrome will start blocking ads early next year  http://read.bi/2BsAMpr Â  pic.twitter.com/e3ay0fO3Dm,2017-12-21,/businessinsider/status/943857105764847616,0,
Martin Co. officials will give another update at 1 p.m. on Friday.__NEWLINE__  facebook.com/CBS12News/ Â  ,2017-09-07,/CBS12/status/905842369861439488,,
"CAUGHT ON CAMERA: A curious moose brazenly attempts to enter a womanâs home in Calgary, California.  http://abcn.ws/2Gf0FZ0 Â  pic.twitter.com/c22TKZbbG5",2018-03-10,/ABC/status/972668585540800516,0,
"Sen. Schumer calls for delay in tax vote until Doug Jones is sworn in: ""It would be wrong for Senate Republicans to jam through this tax bill without giving the newly-elected senator from Alabama the opportunity to cast his vote.""  http://abcn.ws/2BiLgqx Â  pic.twitter.com/p007xlXwhj",2017-12-13,/ABCWorldNews/status/940966759972196352,0,
Pregnant nurse who died suddenly has daughter delivered after death http://www. telegraph.co.uk/news/2018/02/0 2/pregnant-nurse-died-suddenly-has-daughter-delivered-death/?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter Â  â¦,2018-02-02,/Telegraph/status/959562822211563520,0,
How was the coup against JoÃ£o Goulart in #Brasil? http://bit.ly/2E8YELg pic.twitter.com/XCRCGyWWEy,2018-03-31,/teleSURtv/status/980053345342652416,0,
Dialogue between #Venezuela and #Aruba to stop contraband will continue on January 18 http://bit.ly/2Dq34yI pic.twitter.com/roIZviB4QJ,2018-01-12,/teleSURtv/status/952027676084125696,0,
"Trump, Modi discuss Afghanistan, Myanmar, Maldives, North Korea: White House  http://reut.rs/2nVbU0e Â  pic.twitter.com/GjZuPHy4gl",2018-02-08,/Reuters/status/961804423356968965,0,
CBS lawyer fired for social media comment on country music fans  Â ,2017-10-02,/News3LV/status/915026279966973952,,
