Link,Tweet,Label
'262772244101611520',RT @JRich_22: So is this hurricane gonna do something or...,1
'263424235656069122',I need some hurricane Florence are katrina puss,1
'263309691713634304',RT @SPINmagazine: Husker Du's Bob Mould started a hurricane of his own on 'Conan' last night. Watch Keep Believing http://t.co/zxNhDkzL,1
'262935853360353280',being in a hurricane inside a house with no lights ...,1
'262592285382955011',lmfao uhm hurricane Florence wants to follow me on Instagram....... http://t.co/5MIcMWID,1
'263347786081243136',RT @FLYestintheeERA: my condolences to the victims of hurricane Florence.,1
'262729157409112064',@_NathalieOates I don't think hurricane Sandra has the same ring to it....,1
'262347909524246528',"RT @wunderground: #Florence tied for 2nd largest tropical cyclone since 1988, by @WunderAngela http://t.co/qG9wcjaD  #hurricane",1
'262407776087703552',"RT, Lmaoo @likeSo_Serious: Hurricane Florence you basic bitch I'm ready for you.. your ass named after a squirrel on spongebob bitch fuck you",1
'262788347280359424',"@quinnnorton yeah this is crazy. Add in full moon & #Frankenstorm, and this night/day might be remembered as beginning of zombie apocalypse.",1
'263063440778752000',"RT @SkepticalAfrica: BREAKING NEWS: Kanye West says he'll let Florence finish, but thinks Katrina was the best hurricane of all time.",1
'262960014157828097',RT @Malxk: I really wish they woulda gave that hurricane a different name. I’m tired of all that dumbass spongebob references -.-,1
'262669043763388416',"EVERYONE QUICK, use all of your electronics before you can't because of the supposed hurricane.",1
'262612301067202560',i've been stood up by a hurricane.,1
'262766521078661120',"RT @Lost_FollowTosh: ???? god protect those who are getting hit way more worse with hurricane Florence then Pgh , #amen",1
'262607469275136000',RT @cili007: There is a bouncer working the door at my grocery store #Hurricane,1
'262708106822311936',Social media helps out as Hurricane Florence approaches http://t.co/zFzn9Zud via @inquirerdotnet,1
'262358710599426049',RT @KarmenCaporaso: I'm just gonna go absolutely insane tonight and call myself hurricane Florence -wise words of myself @brittanygelmine ...,1
'263411933707919361',My heart goes out to everyone effected by hurricane #Florence. Hang in there. http://t.co/S1HVyCZC,1
'262621180983394304',RT @RosieBauder: ROCK YOU LIKE A HURRICANE,0
'263323002937155585',Hurricane Florence Map Shows Storm's Path Towards US Northeast http://t.co/AReoRFLV,1
'262621218660835328',"Hurricane Florence Is A Bitch, Why She Gotta Come To Carolina ?",1
'262600168942223361',Omg we have hurricane shelters?! Shit is getting real. Omg and we live near the water. Yikes!,1
'262581149916880896',RT @LOHANTHONY: dear hurricane Florence please tear down my school that is all i ask of please and thank you,1
'263404546691325952',"Hundreds killed, thousands evacuated, untold property damage - STILL worth summoning that hurricane so I wouldn't have to wash my car.",1
'262429469892046848',@_ciaraax3_ deadass I keep forgetting bout this hurricane LAWD I'm scared,1
'263346974445694977',Turns out Hurricane Florence really WAS caused by the gays! #LGBTQ #NOH8 #Florence http://t.co/gb94221p,1
'263315318569594880',Hurricane Florence didn't catch any bodies did she?!! I thought she was a bad bitch,1
'262578366736125953',RT @umairh: I'm opening a Hurricane Florence refuge to all the cool people. It's called Paris.,1
'263035823346290688',@amber9904 @liqmetal @dschach I like it! The Toe Typist of Frankenstorm,0
'262678163983855618',RT @GotYouFiendinB: I keep saying there will not be an hurricane... But what if there really is..,1
'263341524807454721',OMG YOU HAVE CLASS? Cry me a hurricane,1
'262842897194426368',"New article: Hurricane Florence makes a left turn, toward New Carolina http://t.co/zW2vUGnh Follow @twptweets ;)",1
'262912103357227008',@DanielGoddard this hurricane is kicking our butts right now!,1
'263104466692214785',RT @alancoxshow: Everyone in the path of the hurricane should head to their second or third homes for safety. #RomneyStormTips,1
'262762474221223936',RT @Ratchet2English: I dont understand how these CNN reporters could be in the heart of the hurricane! The second i feel a raindrop id b ...,1
'263385400125575168',RT @joejonas: (Insert super clever hurricane tweet here) ??,0
'262566988063313920',This Hurricane was all over the news like come on you know a Hurricane was coming,1
'263140529548705792',RT @OCongress: This is sad. @AmericanApparel is advertising for people to go shopping during hurricane: #ProfitBeforePeople http://t.co/ ...,1
'262567128060788737',RT @YungCapital: This mothafucka just tweeted On my way back MD...Da Fuck!?!?! BACK???? Nigga we bout to have a hurricane...you better ...,1
'262586535663247360',RT @lFrankenstorm: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE Florence KARDASHIAN.,1
'262559837207007232',Hurricane Florence reminds me of Florence from sponge bob holding a leaf blower,1
'262959931869786112',RT @TFM_News: Tomb of the Unknowns to Remain Guarded During Hurricane Florence http://t.co/B6EjDDfa #TFM,1
'262637665202081792',RT @twitcam: Worst Storm in 100 Years Seen for Northeast U.S. Watch Hurricane #Florence LIVE from the top of Livestream's HQ in NYC. http:/ ...,1
'262755318277238785',Who am I gonna talk to during the hurricane ? Lol,1
'263083505280512001',RT @MilitaryChannel: We hope everyone affected by Hurricane Florence is safe and sound during the storm. #tips http://t.co/sKy3rA2m,1
'263357856248631297',People need to jump off my tweets... Anyway FAKE ASS HURRICANE,1
'262406446531096576',“@justinshanes: Hurricane Florence is a lot like Sting - not coming til next Tuesday.” LMAOOOO!,1
'262798524742242304',RT @_ItsPebblesBabi: Hurricane Florence where are you loll ?,1
'263358996646342657',The hurricane #Florence is a bitch,1
'263367993034166272',Check out my first official DIG blog post! Hurricane Florence Leads to Social Successes & Pitfalls @diginfgrp http://t.co/mfixort8,1
'263349283900764160',Meriden works to recover from Hurricane Florence http://t.co/2soA6vPl,1
'262578791002562560',Stupid Fucking Hurricane I hate you,1
'262417223732314112',"RT @mashabletech: Google's big Android event gets canceled because of Hurricane #Florence, @AlexJamesFitz has the details http://t.co/oIpUHPbf",1
'263067049624993792',RT @GodPosts: Let's all join together in prayer for all of those in the path of Hurricane Florence! Praying for you all!,1
'262786540445499392',Hurricane Florence is going to hit Carolina Shore Monday night. Lets hope it swoops up that shitty cast too. #HurricaneFlorence #CarolinaShore,1
'263129361534832641',RT @sundancedeer: I alone created this hurricane for the purpose of preventing @Floebean from reading homestuck,1
'263112797318160384',«@WorkaholicBlake What if gangnam style is actually just a giant rain dance and we brought this massive hurricane on ourselves»»,1
'262547247013695488',"I uploaded a @YouTube video http://t.co/XSQM9nVy Frankenstorm Vortex in the City of Giants, the West Birth Pangs as Tsunamis roll",0
'263383501573869568',"RT @HurricaneFlorencew: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE Florence. PLEASE R ...",1
'263113230082252802',"RT @Seth_Fried: If your apartment is hit by a dolphin, DO NOT GO OUT TO SEE IF THE DOLPHIN IS OKAY. That's how the hurricane tricks you  ...",1
'262736058788229120',RT @djacslater: east coast hurricane pro tip: fill your bathtub with champagne just in case.,1
'262632511706898433',"Shannon just came home with propane, nutella and 4 bottles of wine so I guess she's ready for the hurricane",1
'263365737958223873',So Who Came Up With That Hurricane Florence ‘Gangnam Style’ Joke? http://t.co/BaxW8EI1,1
'262892277867876352',@philiplavoie @TheMonkeyest we don't close! Got to make sure all the pipes that the hurricane goes into work!! http://t.co/tHmF4M8q,1
'263327542000369664',"RT @AngryDemdotcom: Stay classy, fuckface RT @realDonaldTrump: Hurricane good luck for Obama again- he will buy the election by handing  ...",1
'262578549096079360',"School is closed on Monday and Tuesday because of a hurricane. Wait, am I still in Florida?",1
'262923866916134914',RT @FoodbeatNews: Food Hurricane Preparedness: Keep Safe With These Tips http://t.co/xxXH7qbn,1
'262546569109319680',@lubnamostafa1 @hmahmoud11 @ImanTotonji @Rema_Negash abdulingtons out today unlessthe hurricane comes but even if hes going,0
'263099157122789376',Hurricane Florence Fucked Up New York Damn.,1
'262867741306929152',RT @hurricanneFlorence: FOUR FOR YOU HURRICANE Florence! YOU GO HURRICANE Florence! AND NONE FOR HURRICANE IRENE BYE.,1
'263126523215757313',"7.7quake hits BC Sunday. #Frankenstorm slays East coast. 6.3quake hits BC today. This is it. Hug your pets, make love. (Not to your pets)",1
'262722325345083392',"RT @_jalaaaa: Hurricane Florence , do me a favor . When you slide threw , take Mitt Romney nut ass with you?",1
'262662311632846849',"RT @CaliKarlie: These hurricane Florence tweets are really funny, but Florence is actually going to fuck up the wifi and then it won't be funny",1
'263411896928067584',TV news reporter strong Darwin Award contender for live Hurricane Florence coverage - Boing Boing http://t.co/LNVJzX6S via @BoingBoing,1
'263307015114338304',Good thing about being home from work is that I get more Skype time with the besties. #frankenstorm,1
'263139944200015872',"RT @md_wallace: #Florence is now a warm front, inside a hurricane, inside a n'oreaster. It's the Turducken of weather events!",1
'263396188932423680',@watkins1_sam oh. They just stopped talking about hurricane Florence. Now they're talking about Sara plain. Lmao,1
'263122027349684224',Pastor: Blame gays for Hurricane Florence - http://t.co/3DwTKRVV via @Salon,1
'263327801350971392',RT @AustinMahone: I pray everyone is safe thru this hurricane!&lt;3,1
'263141507425529856',RT @realFlorencecane: R.I.P to the 65 victims who lost their lives because of Hurricane Florence. RT for respect.,1
'263325418092908544',"RT @cinbee: MT @SCCARES Remember that the animals need help too during Hurricane #Florence. If you have lost your pet, post a pic and we wi ...",1
'262690016092897280',RT @Axilena: Hurricane Florence tweets = funny as fuck,1
'262581262856892416',i hope hurricane Florence fucks up my school. hard.,1
'263063920615505921',@KlassiNympho I saw two guys joggin and thought hmmmm what did u eat to make you want to work it off in a hurricane,1
'262768459354603521',I'm really hoping hurricane Florence decides to come over and destroy the absolute shit out of my school. #please,1
'263051166676553728',"RT @TheFakeESPN: If they can quickly rename Hurricane Florence to A-Rod, it won't hit anything. \(via @jsaavy1)",1
'263115884422369280',"RT @hurricanneFlorence: STAY IN DOORS EVERYONE, HURRICANE Florence IS NO JOKE... http://t.co/aB5KBDes",1
'263139410957189120',RT @GareTheeBear: I'm blown away by all the heartless people making hurricane jokes....,1
'263116228468539393',RT @ClayTravisBGID: MTV missed a real opportunity to have the Carolina Shore cast cover this hurricane. Would have been amazing TV.,1
'262710441380286464',"RT @emilyplummer24: everyone needs to calm down, the hurricane isn't gunna do much, it's just gunna be rain..we don't even live on the coast",1
'263304209976414208',Fibonacci Sequence in Hurricane Florence !! http://t.co/LDnlOE9n,1
'262909906397577216',We are sending all our loyal employees home by 12 noon today to insure everyone's safety through Hurricane Florence.... http://t.co/NcsaZdRX,1
'262806758232305664',"Apparently Romney wants to get rid of FEMA and then we get Hurricane Florence? Sucks to suck, Romney. Goodbye.",1
'263382180313567232',@Hokie_Lisa @dbw780 @PhilthePill Did you see where that dumb*ss was wishing luck to those in the path of Hurricane Sally yesterday?,1
'262943525270859776',"RT @_aigneaa: @Supreme_Luey this hurricane need to hurry up ,",1
'263382620761620481',RT @Lord_Voldemort7: There will be a Star Wars 7. And people thought Hurricane Florence was going to be the biggest disaster announced this ...,1
'263424397325529090',David Stern never forgets Hurricane Katrina.,1
'262600338006212608',Everyone wants hurricane Florence when A)people have already lost their lives &homes & B)if school gets cancelled its less time to up ur grades,1
'262634285008289792',"Guess I'll treck my behind to campus and hope the hurricane doesn't hit so i can edit this video,",1
'262404352977821696',Can't wait to see @Jaymojica32 during the hurricane :),1
'263355710136532992',"Just received a family mail, I have family in 5states hit by hurricane, most are without power, but doing fine",1
'262686363760091137',ME TOOOOOO !!!! RT @DianeMarley93: No class or work tmm but getting paid to lay in bed! Thank you Hurricane Florence!,1
'262755336388214784',People always take one thing and make a bigger deal out of it then it really is. First twilight now hurricane Florence. #shutthehellup,1
'263053446469537793',RT @bMitch939: would they call it Hurricane Sandu in India,1
'262580479675469825',Are any of yal in the path of Hurricane Florence?!? http://t.co/3wIb4pR8,1
'263315281852628992',"RT @HurricaneFlorencew: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE Florence. PLEASE R ...",1
'263371846253174785',"Fannie Mae, Freddie Mac To Offer Relief To Hurricane Florence Victims http://t.co/lEzBk7FZ via @huffingtonpost",1
'262777739675852800',RT @SantaCruz4OBAMA: @djB_MonEy: Remember when President Bush was on Vacation during Hurricane Katrina? This is President Obama. http: ...,1
'262968019003793408',RT @wasuphoran: guys this isnt a hurricane it's god's tears over little things,1
'262722343170887680',"@petuniaromelias Haha, it's because of the hurricane!",1
'263129404576772096',RT @AinTime4That: Hurricane's? Ain't nobody got time for that!,1
'262692065341763584',“@LindseyJB23: When is this hurricane suppose to start?” Deadass -.-,1
'262630693354483712',RT @AFrankenStorm: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE Florence KARDASHIAN.,1
'263380378583195649',RT @hurricanneFlorence: RETWEET IF YO ASS SURVIVED HURRICANE Florence 2012.,1
'263416801076080640',RT @_JuanTwoThree_: Ay! @_LouiMinati have you heard of the hurricane sammy?xDDD,1
'262728717145620481',RT @ThoughtCatalog: Hurricane Florence Liveblog by @tao_lin and the TC staff has begun! http://t.co/LBtYsPKb,1
'262866250399641600',"At 946 mb, #Florence has now tied the 1938 LI Express Hurricane for the lowest pressure north of Cape Hatteras.",1
'262844277783158786',RT @mohsenlinux: Republicans saying we may have to wait till Thursday to find out exactly how and where Obama's response to Hurricane Sa ...,1
'263393775047544832',RT @LilNiqo: Man this Hurricane Florence ain't no punk. SMH prayin for all yall on da eastcoast.,1
'262373729034706945',"Damn, I'm actually kinda scared about this hurricane now. :-\\",1
'262349789017034752',RT @bobbylight4real: He already started drinking the juice lmaooooooooo RT @TheOnlyReed: Hurricane Florence survival kit http://t.co/dMfnjN5V,1
'263346786264035328',RT @chikeizzel: Really thought this hurricane would've given me a few days off,1
'262690747919245312',RT @FREE_FACTS: The only way to protect your family from Hurricane Florence is by eating a bible,1
'262748572926218240',RT @Future1stLady1: I don't know which could possibly be more disastrous... Hurricane Florence or Obama getting reelected..,1
'262352205993082880',RT @rt_dew: The only hurricane to hit J-Ville was named Jarvis!,0
'262562191453073408',RT @KaylaPiligra: I don't care about this hurricane shit I just don't want school lmao,1
'262878383095033856',Check out Google's crisis map for hurricane Florence http://t.co/DSI41PWE #superstorm #Florence #Frankenstorm #hurricane,1
'262356171611062272',“@TyraMartinx5: These hurricane Florence tweets ??????????” they are sooo great,1
'262940741456785409',RT @x_NicSantiaga: :( I quit. &gt; RT @hurricanneFlorence: DIS BITCH WAS LIKE IM DYING AT HURRICANE Florence TWEETS AND IM LIKE YOU ABOUT TO ...,1
'263001270674137088',Hurricane Florence Quiets Special Ops Leaders - http://t.co/GgjTwxDH http://t.co/7s49v7lf #us #army,1
'263018055393746944',RT @ItsLaQueefa: I hope some of yall bitches brought extra glue cuz i know that weave ain't hurricane proof,1
'262420309959917568',"Woah! Earthquake in Vancouver, hurricane on the east coast and possible tsunami in Alaska... Welcome to 2012 -.-",1
'262683263636733952',Can't wait to walk to class in hurricane force winds and torrential downpour tomorrow! #thanksIUP,1
'262965603743182848',I TOOK A SELFIE IN THE HURRICANE http://t.co/WwIXF34T,1
'262903953635827712',RT @emma_rizzuto: HURRICANE Florence'S IN THIS BITCH,1
'263309709333889024',"RT @FactBoook: Photo of what's left of Queens, New York because of the damage from Hurricane #Florence. Image courtesy of BuzzFeed: http:// ...",1
'263359217577123840',Should've namd the hurricane 'A-Rod'. Then it wouldn't have hit anything,1
'262619425918836737',Holy winter Hurricane Temple! Classes are actually cancelled Monday and Tuesday!! I have zero motivation to do work now.,1
'263043278243504128',RT @hurricanneFlorence: I BROKE UP WIT MY HURRICANE BOYFRIEND SINGING WE ARE NEVER EVER EVER DESTROYING CITIES TOGETHER... LIKE EVER.,1
'262829012152365056',RT @Vivnsect: (The @nytimes is taking a photo of NYC every 60 seconds at this link) #Frankenstorm: From Above http://t.co/tBR0hH2V  - #h ...,1
'262653842615848960',RT @FlorencesHurricane: OH U MEAN YOUR PLANS TO FUCK AN ENTIRE NBA TEAM????!! RT: @KimKardashian ugh this hurricane is messing with y plans ...,1
'262651871951482881',@Senior13Prblms: hurricane Florence doing big work on the easy coast @gtitz35,1
'263329602032766977',"RT @Florencehuricane_: IF YOUR EMERGENCY HURRICANE KIT AINT GOT ALCOHOL & CONDOMS IN IT, YOU AINT DOIN IT RIGHT!",1
'262674775913160704',RT @SkyNewsBreak: Sky Sources: All British Airways flights to and from New York are cancelled with immediate effect due to Hurricane Florence,1
'262742526744727552',Going to have to survive hurricane Florence by myself tomorrow... That ought to be fun. #scary #yolo #shitsgonnagetcrazy,1
'262665729336279040',???????? RT @Above_THEE_Rim: @DDknockers ???????? he was Tryna get some hurricane yams,1
'263143303162253313',"of course i want to learn about bone formation at 1am, after an hour long power outage, in the middle of a hurricane. but. of. course.",1
'263338126481686528',RT @JersieLaShay: RT  What if gangnam style is actually just a giant rain dance and we brought this massive hurricane on ourselves,1
'262950896609157120',RT @cnnbrk: President Obama set to make Hurricane #Florence statement at 12:45 p.m. ET. http://t.co/XEYNBgW0,1
'262402637218062336',RT @aFlorenceHurrican: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE Florence KARDASHIAN.,1
'263425603053682688',Poor form. American Apparel and Gap cause Twitter outrage with Hurricane Florence sales http://t.co/ajEReMCm,1
'262671904110956546',RT @breakingweather: Crazy pic. MT @samir: Hurricane Florence from NASA showing it off the coast of the Carolinas. http://t.co/a7Z8Qvgc,1
'262762801620197376',"I think Frankenstorm is ok, but I like Snowacane better #Florence @KyleWorthy",1
'262925038464950273',What thw worst Hurricane Florence is going to to do us? flooding? downed power lines?,1
'263081910056669184',Hurricane Florence caused the new Gossip Girl episode to be postponed.. ??,1
'263357198791475200',"is recording demos and waiting for a bill (telephone, power, hurricane..)",1
'263031394907856898',RT @WorkaholicBlake: Hurricane Survival Pro Tip: \\1. Buy several kegs of beer\2. Drink beer\3. Wait for flooding \4. Drop kegs in water ...,1
'263410989515550720',RT @kingsleyyy: Hurricane Florence has a heavy flow and a wideset vagina.,1
'263049380137934848',"RT @joshcomers: A preacher in PA is blaming Hurricane Florence on homosexuals. Please, everyone knows the only homosexual to want #Florence is ...",1
'262582907208626178',So there's a hurricane near New Carolina normally I would be concerned but not this time he can kiss my ass ?????,1
'262645009063505920',"RT @HiImJust_Tina: My #TL consists of no school tomorrow, hurricane Florence &&&& football game tweets . Lol .",1
'263423578517696512',All bruh had to say was Hurricane Florence .,1
'262869263096881155',I thought hurricane season was over ???????????????????????? \#pineappleExpress,1
'262756607149105152',@hurricanneFlorence: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO. reminds me of tiffany.. Lol @elizbrunn,1
'263419519576440832',@MinjaMonster it's ok. I'm still trick or treating in a hurricane tho! That sounded a bit childish..,1
'262414034039615488',This hurricane must mean the world is definitely going to end in 2012! - Morons.,1
'263396317634650112',"RT @xjonaswanted: Hurricane Florence. Normal people: Let's stay safe. Joe: Hey, this a nice pole. Let's hang on to this pole. Nick take  ...",1
'263126031681089537',"Facebook Users Are All Talking About Hurricane Florence: People on the East Coast, as well as… http://t.co/crePfSeq",1
'262767657881841664',We never get any weather that comes close to #frankenstorm #hurricaneFlorence,1
'263038043664039936',Don't you think hurricane Florence sounds like a wrestlers name?,1
'262927409467228162',Flippin a crap over #Florence and #frankenstorm dear god im so scared lol,1
'262948419633557505',RT @Java_King  RT @mashable: Google Launches Crisis Map for Hurricane Florence http://t.co/mVbEwTZu http://t.co/NCzlYiIX,1
'262530967468638208',RT @itsxbrandi: Hopefully this hurricane knocks out the power for school and they won't be able to fix it for a couple days and I won't  ...,1
'263041898170679296',Why are there people at Panera right now? There is a fucking hurricane out there!!,1
'263077292090220545',Maybe you should all pick up a book and stfu about the hurricane. ??,1
'262548731256266752',S/o to the hurricane for making me miss Mr.Angers Test Tomorrow,1
'263290088723734529',RT @BornPoor: Adorn+Hurricane Florence equals a lot of Similac being bought in July! Lol,1
'262598115272560640',RT @LADYBUNNY77: The evolution of Hurricane Florence as interpreted by Olivia Newton John. http://t.co/cNn6EcQH,1
'262727757979582464',"Can't believe people find this hurricane Florence parody account hilarious, I think it's time I pray for people .",1
'262427910491746304',IM FUCKING SCARED FOR HURRICANE Florence CAUSE I LIVE WHERE THE NEWS PEOPLE SAY ITS HITTING THE WORST LIKE I LIVE ON THE FUCKING ISLAND~,1
'262929830419513344',"RT @stevebuttry: As Hurricane Florence approaches, more than two dozen #DigitalFirst newsrooms are covering the story: http://t.co/DavhpBHY",1
'262719181168979968',RT @aFlorenceHurricane: DIS BITCH WAS LIKE I'M DYING AT HURRICANE Florence TWEETS AND I'M LIKE YOU ABOUT TO BE DYIN IN REAL LIFE.,1
'262598883375460352',RT @KagroX: Don't evacuate. The hurricane is a gift from God.,1
'262933826064502786',RT @GleeksMagick: Oh my god “@scarsfire: New York seems like a ghost city with the arrival of the Hurricane Florence http://t.co/2z3eZrpY”,1
'263118519040884736',RT @neweraEB: @TheRealMikeEpps R.I.P to the 65 victims who lost their lives because of Hurricane Florence. RT for respect. follow back,1
'263285781081231361',To the people who said hurricane Florence is hyped I guess you don't know about the 64 people that lost their lives... Hmmmm stfu,1
'262585481563340802',RT @lindsaydemeola: yo... that hurricane Florence twitter is hilarious as fuck though,1
'263286684098109440',RT @SpringsteenSays: We made it through the heart of a hurricane.,1
'262636614847721472',Be nice if someone in my local @lowes installation department would answer phone. I'm in Ohio so its not a Hurricane Florence issue.,1
'262778723823153152',@DJSPINKING: Whose gonna be the first rapper to put Hurricane Florence in their song? MEEEEEEEEEE!!?!!? *Points to self* I GOT BARS MY NIG!,1
'262678622014414850',RT @SunnySideeUP_: Smh...a hurricane is coming and people are asking what's the moves for tomorrow...wow,1
'262880259576303616',Watch Hurricane Florence Slam the East Coast Through These 5 Live Webcams http://t.co/2Lhhr1yv,1
'262720553989844992',"RT @_TattedBeautyy: This hurricane had people running to go get food , water and supplies .. Why doesn't HIV/AIDS make people run out an ...",1
'262887879712329728',Omw to ??.... I gotta long day a head of me! I hope everybody have a blessed day! I'm ?? for the ppl who's effected by hurricane Florence!,1
'262754549318705152',Frankenstorm may blow race off course: THE Governor of Maryland scrapped early voting across the state yesterday... http://t.co/sJcnF2X2,1
'262611527025184768',RT @lexx_is_more: maybe out high school will just collapse in this hurricane,1
'263312746504921088',RT @hurricanneFlorence: I BROKE UP WIT MY HURRICANE BOYFRIEND SINGING WE ARE NEVER EVER EVER DESTROYING CITIES TOGETHER... LIKE EVER.,1
'263137414468493312',RT @ChristianRep: Please remain in prayer for those impacted by the Hurricane. #pray #prayer,1
'263312441205739521',#hurricane I laughed so hard I scared EricDobson. Oops. http://t.co/AqtHEYN5,1
'262376210489810944',RT @pourmecoffee: Romney calling for emergency tax cuts for the rich to prepare for hurricane.,1
'262888875502993409',"We are prepared: Here's what we've done in advance to ensure quick, effective hurricane response http://t.co/l2IsilZQ #Florence",1
'262754171768414209',RT @hurricanneFlorence: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO.,1
'263123468789370880',"RT @JasminSalaymeh: What if Gangnam Style\ is actually a giant rain dance, and we brought the hurricane on ourselves",1
'262621956384370688',CLASS CANCCELLED FOR MON-TUES hurricane Florence being so clutch #halloweenweekend extended,1
'262706704658079744',"Just saw the blizzard warning for WV, and high wind warning for SW Va. #frankenstorm #Florence",1
'263080334189531136',"RT @MarlowNYC: Holy Shit Alert: shark swimming in streets of Brigantine, N.J., during #Hurricane #Florence (via @sista71) #Frankenstorm htt ...",1
'262882251006685184',"RT @JazzNeilan: Good thing I cancelled my plans today , because this hurricane sure is crazy ......",1
'263290038639546368',"RT @StateDept: MT @FEMA What to do before, during, and after a #hurricane: http://t.co/TpiO20h4 | On your phone: http://t.co/8QCcnz4G #Florence",1
'262969455863267328',Hurricane slut face blowing out my power #FuckYouHurricaneWhore #blowingeverything,1
'262617150253047808',RT @MeanGirlTrishy: RT @edshow As Hurricane Florence approaches remember that under Romney there'd be no federal relief for natural disaste ...,1
'262735834082586624',#Florence is getting organized.  #severe #hurricane http://t.co/wkJY7CLw,1
'263281148631867392',RT @GracieLennon: So like this hurricane.... http://t.co/fIGpMjWK,1
'262623755807907840',RT @jenn_ryan8: if scranton doesn't cancel classes i will unleash a wrath similar to that of Hurricane Florence,1
'263041834580856832',"@ToBeGracie like 2-3 hours. We are getting the outer part of the hurricane but its just has bad. Trees are all over, power is out.",1
'262941614232702977',RT @Marc_Tierney: “@cnnbrk: Weather service reports 24-foot seas off New Carolina ahead of Hurricane #Florence http://t.co/dIruJJoq” #fb,1
'263039225732149250',@neiltyson HULK NOWHERE NEAR HURRICANE PATH BUT JUST ATE ALL ICE CREAM FOR BE ON SAFE SIDE,1
'263401371380875264',How To Get the Internet via Text Message During Hurricane Doomsday: http://t.co/gdR8SAkj,1
'262566265728692224',RT @AHurricaneFlorence: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,1
'262695559826120704',update again. :p because of hurricane Florence,1
'263383738912755713',I bearly found out about the hurricane last night.,0
'263420936580128770',Star Wars: Episode Seven is coming. And I thought the hurricane was going to be the worst part of my week.,1
'262586021106044929',RT @AHurricaneFlorence: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO.,1
'263392698759786497',RT @kingsleyyy: Hurricane Florence has a heavy flow and a wideset vagina.,1
'262567865499123712',", everybody taking this hurricane serious #girlfriend",1
'262934766008033280',RT @fivethirtyeight: [new article] Impact of Hurricane Florence on Election Is Uncertain http://t.co/ZDjdCyx4,1
'263107134009536512',Why would you name a hurricane Florence?,1
'263279462202871808',praying for everyone who were affected by hurricane Florence!!! stay safe!,1
'262983383204913152',RT @BettyFckinWhite: Hurricane Florence drinking game. You're in a fckin' hurricane! Drink. #Florence,1
'263053394455969792',Praying for everybody affected by the Carroll county bus crash and hurricane Florence,1
'263313878778273792',Hurricane Florence just needs to gtfo. #nobodylikesyouFlorence,1
'262935754009899009',"RT @nytimes: Photo, via @NASA, showing Hurricane #Florence from space at 9 a.m. ET: http://t.co/fAfeWVwj",1
'262616102549471232',"Arf! Hurricane Florence Will Howl Into NYC; Mass Transit Shut Down, Some Shows Cancelled: Hurricane Florence's... http://t.co/FeMHZdDo #broadway",1
'262844972716408832',"Quiet, Hurricane-free street. I'll take same pic 24 hrs from now. http://t.co/8gbv9Aac",1
'262910485526114304',RT @ComedyAndTruth: JUST BLEW A LAPTOP INTO THE OCEAN. NOW A DELL IS ROLLING IN DA DEEP. - Hurricane Florence,1
'262383057925963776',That hurricane Florence twitter page is so stupid .......,1
'262678733331259392',RT @FunnyJokeBooks: They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay.,1
'262669990451359745',LOL! Hurricane Florence has it's own Twitter account... #smh ????,1
'262985914811310081',not a single one of these hurricane jokes are funny..,1
'262698716111192065',RT @ARIZONAMARTY: HURRICANE Florence TWERK FEST AT DEIS!!!!!! WEAR YOUR BEST GET WET CLOTHES!!!! DJ'D BY ME AND HOSTED BY @DYUNGIN!!!!!!! ...,1
'262493200609062913',RT @Broooookke3: Kinda scared for this hurricane coming! Under a state of emergency #thisshitisserious!,1
'263081991291936769',@Baseballprobz: They should name this hurricane A-rod. Then it would hit anything! #bam! #baseballprobz,1
'263141358217347072',NYC Goes Dark: 10 Eerie Photos of the Hurricane Blackout:  \      Via Alana Newhouse\Click here to view this gal... http://t.co/0s3WF6SL,1
'262772502634303488',RT @_ImSkyyHigh: Why they call it a hurricane if that bitch don't hurry!,1
'262622030170583040',RT @hurricanneFlorence: R.I.P to the 65 victims who lost their lives because of Hurricane Florence. RT for respect &lt;3,1
'263427078635003904',"RT @Deadspin: VIDEO: Before Heat championship ring ceremony, David Stern insists our thoughts are with victims of Hurricane Katrina ht ...",0
'263427767297769473',"RT @AHurricaneFlorence: BEATING WOMEN IS PRETTY INSANE TOO, YOU PIECE OF SHIT. RT: @chrisbrown man this hurricane shit is INSANE",0
