,Unnamed: 0,'username','date','retweets','favorites','text','cleantext','is_retweet','ID','permalink','Translation',Category
159,159,AEEONLINE,2018-01-26 15:49:16,3,14,SEGURIDAD ANTE TODO - Es de suma importancia que las personas tengan mucho cuidado al pasar en sus vehículos por zonas donde se encuentre personal trabajando para evitar cualquier tipo de accidente. CC7,SEGURIDAD ANTE TODO - Es de suma importancia que las personas tengan mucho cuidado al pasar en sus vehículos por zonas donde se encuentre personal trabajando para evitar cualquier tipo de accidente. CC7,False,956992456385548289,/AEEONLINE/status/956992456385548289,SAFETY BEFORE EVERYTHING - It is very important that people be very careful when passing in their vehicles in areas where personnel are working to avoid any type of accident. CC7,2
2616,2616,AEEONLINE,2017-10-16 09:21:29,4,13,"Ricardo Ramos habla con Omaya Sosa del CPI y con Patricia Mazzei del Miami Herald, sobre trabajos para levantar el sistema eléctrico. CC1 pic.twitter.com/yaxxIWevyy","Ricardo Ramos habla con Omaya Sosa del CPI y con Patricia Mazzei del Miami Herald, sobre trabajos para levantar el sistema eléctrico. CC1 ",False,919916208165720066,/AEEONLINE/status/919916208165720066,"Ricardo Ramos talks with Omaya Sosa of the CPI and Patricia Mazzei of the Miami Herald, about work to raise the electrical system. CC1 pic.twitter.com/yaxxIWevyy",2
1845,1845,AEEONLINE,2017-12-12 12:30:19,50,128,"Aldo Rodríguez: ""Nadie le puede cobrar a los clientes por restablecer el servicio. Es intolerable y nuestros clientes son primero. Los casos que se reporten los vamos a referir a las Autoridades"". CC1","Aldo Rodríguez: ""Nadie le puede cobrar a los clientes por restablecer el servicio. Es intolerable y nuestros clientes son primero. Los casos que se reporten los vamos a referir a las Autoridades"". CC1",False,940634935139995649,/AEEONLINE/status/940634935139995649,"Aldo Rodríguez: ""No one can charge clients for restoring service, it is intolerable, and our clients come first, and the cases that are reported will be referred to the Authorities."" CC1",2
322,322,AEEONLINE,2017-09-08 08:01:27,8,18,"Es tiempo de mantenerte seguro.  Compañeros, su vida es primero...  CC6 pic.twitter.com/iXex9PNMQl","Es tiempo de mantenerte seguro.  Compañeros, su vida es primero...  CC6 ",False,906125326589321216,/AEEONLINE/status/906125326589321216,"It's time to stay safe. Comrades, your life is first ... CC6 pic.twitter.com/iXex9PNMQl",2
2211,2211,AEEONLINE,2018-01-19 16:30:31,4,3,Compartimos información relacionada al tema SEGURIDAD ANTE TODO. Recuerde que puede mantenerse informado a través de nuestras redes sociales o en el Centro de Servicio al Cliente 787-521-3434. CC6 pic.twitter.com/BiaN1NPcjq,Compartimos información relacionada al tema SEGURIDAD ANTE TODO. Recuerde que puede mantenerse informado a través de nuestras redes sociales o en el Centro de Servicio al Cliente 787-521-3434. CC6 ,False,954466122895683585,/AEEONLINE/status/954466122895683585,We share information related to the topic SECURITY ABOVE ALL. Remember that you can stay informed through our social networks or at the Customer Service Center 787-521-3434. CC6 pic.twitter.com/BiaN1NPcjq,2
758,758,AEEONLINE,2017-10-17 09:01:24,45,94,Ejército otorga mega contrato para levantar AEE - NOTICEL CC1 http://www. noticel.com/ahora/ejrcito- otorga-mega-contrato-para-levantar-aee/638910838   …,Ejército otorga mega contrato para levantar AEE - NOTICEL CC1  noticel.com/ahora/ejrcito- otorga-mega-contrato-para-levantar-aee/638910838   …,False,920273538522779649,/AEEONLINE/status/920273538522779649,Army grants mega contract to lift AEE - NOTICEL CC1 http: // www. noticel.com/ahora/ejrcito- grants-mega-contract-to-raise-aee / 638910838 ...,2
1553,1553,AEEONLINE,2018-01-18 17:23:05,3,10,"AEE Informa: El jefe de Operaciones Técnicas AEE, ingeniero Carlos Alvarado Torres, habla en el programa Jugando Pelota Dura TV sobre varios temas relacionados con la recuperación del sistema eléctrico  en todo Puerto Rico.  CC1 pic.twitter.com/k1UPDO4cFc","AEE Informa: El jefe de Operaciones Técnicas AEE, ingeniero Carlos Alvarado Torres, habla en el programa Jugando Pelota Dura TV sobre varios temas relacionados con la recuperación del sistema eléctrico  en todo Puerto Rico.  CC1 ",False,954116964586270725,/AEEONLINE/status/954116964586270725,"AEE Informs: The Chief of Technical Operations AEE, engineer Carlos Alvarado Torres, speaks in the program Jugando Pelota Dura TV on several issues related to the recovery of the electrical system throughout Puerto Rico. CC1 pic.twitter.com/k1UPDO4cFc",2
2650,2650,AEEONLINE,2017-10-28 15:13:38,3,17,Trabajos realizados por nuestras brigadas en la Región Arecibo. CC6 #PRSeLevanta pic.twitter.com/1wOqRlWJLq,Trabajos realizados por nuestras brigadas en la Región Arecibo. CC6 #PRSeLevanta ,False,924353482093719555,/AEEONLINE/status/924353482093719555,Works carried out by our brigades in the Arecibo Region. CC6 #PRSeLevanta pic.twitter.com/1wOqRlWJLq,2
2220,2220,AEEONLINE,2018-03-13 13:35:36,7,6,"13-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 pic.twitter.com/JiZeOcby5e","13-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 ",False,973613560436854784,/AEEONLINE/status/973613560436854784,"13-3-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayagüez, Ponce, and San Juan. CC6 pic.twitter.com/JiZeOcby5e",2
1386,1386,AEEONLINE,2017-09-13 17:57:29,49,44,¿Qué significa estar en uno de los famosos “bolsillos” de la AEE? - CC1 http://bit.ly/2xljd7A  ,¿Qué significa estar en uno de los famosos “bolsillos” de la AEE? - CC1   ,False,908087262411444226,/AEEONLINE/status/908087262411444226,"What does it mean to be in one of the famous ""pockets"" of the ESA? - CC1 http://bit.ly/2xljd7A",6
1202,1202,AEEONLINE,2017-12-07 11:47:53,3,10,[HOY] Trabajos de brigadas en la Región Ponce. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/o7fQ8uTxjz,[HOY] Trabajos de brigadas en la Región Ponce. ¡Seguimos!  CC6 #PRSeLevanta ,False,938812316979810304,/AEEONLINE/status/938812316979810304,[TODAY] Works of brigades in the Ponce Region. We continue! CC6 #PRSeLevanta pic.twitter.com/o7fQ8uTxjz,2
1706,1706,AEEONLINE,2018-03-29 14:54:13,3,7,CC1 https://www. elvocero.com/gobierno/aee-a segura-que-restableci-el-servicio-el-ctrico-a-de/article_ffc83df0-337d-11e8-9dce-ef032f3b3e11.html   …,CC1  elvocero.com/gobierno/aee-a segura-que-restableci-el-servicio-el-ctrico-a-de/article_ffc83df0-337d-11e8-9dce-ef032f3b3e11.html   …,False,979431552928112641,/AEEONLINE/status/979431552928112641,CC1 https: // www. elvocero.com/gobierno/aee-a segura-que-reinstate-el-servicio-el-ctrico-a-de / article_ffc83df0-337d-11e8-9dce-ef032f3b3e11.html ...,2
1467,1467,AEEONLINE,2018-01-17 05:38:16,0,1,"Recuerde que si usa un generador eléctrico y está conectado a la residencia (no extensión) TIENE que estar apagado el ""main braker"", de lo contrario podría energizar la línea y ocasionar un accidente. De este modo, no se factura.  CC6","Recuerde que si usa un generador eléctrico y está conectado a la residencia (no extensión) TIENE que estar apagado el ""main braker"", de lo contrario podría energizar la línea y ocasionar un accidente. De este modo, no se factura.  CC6",False,953577201764585473,/AEEONLINE/status/953577201764585473,"Remember that if you use an electric generator and it is connected to the residence (no extension) the main braker must be turned off, otherwise it could energize the line and cause an accident. In this way, it is not invoiced. CC6",2
1719,1719,AEEONLINE,2017-09-05 18:52:54,0,0,"Gracias por la foto, estoy refiriendo a la atención correspondiente. CC6","Gracias por la foto, estoy refiriendo a la atención correspondiente. CC6",False,905202103739719680,/AEEONLINE/status/905202103739719680,"Thanks for the photo, I am referring to the corresponding attention. CC6",2
296,296,AEEONLINE,2017-10-16 13:56:32,9,11,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Caguas CC6 #AEEyacomenzamos  #PRSeLevanta pic.twitter.com/q74ZHj0TgJ,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Caguas CC6 #AEEyacomenzamos  #PRSeLevanta ,False,919985426038960134,/AEEONLINE/status/919985426038960134,WHAT THE AEE BRIGADES ARE DOING - Caguas Region CC6 #AEEyandweb #PRSeLevanta pic.twitter.com/q74ZHj0TgJ,2
1007,1007,AEEONLINE,2018-01-15 14:34:03,4,27,"AEE Informa: Hoy se llevó a cabo la actividad de bienvenida al personal de la compañía de electricidad Duke Electric que se asignó a la Región de Ponce, junto a Southern Company y la AEE. CC1 pic.twitter.com/DECz5XtIM3","AEE Informa: Hoy se llevó a cabo la actividad de bienvenida al personal de la compañía de electricidad Duke Electric que se asignó a la Región de Ponce, junto a Southern Company y la AEE. CC1 ",False,952987263679582210,/AEEONLINE/status/952987263679582210,"AEE Informs: Today the welcome activity was held for the personnel of the Duke Electric electricity company that was assigned to the Region of Ponce, together with the Southern Company and the AEE. CC1 pic.twitter.com/DECz5XtIM3",2
1085,1085,AEEONLINE,2018-01-07 12:32:21,15,32,"AEE Informa: Personal técnico atendió evento en la línea 36100, que discurre entre Bayamón y Ciales, y ya restableció el servicio eléctrico en los sectores de Bayamón, Toa Alta, Dorado, Ciales, Morovis, Corozal y la represa La Plata, donde estaba interrumpido. CC1","AEE Informa: Personal técnico atendió evento en la línea 36100, que discurre entre Bayamón y Ciales, y ya restableció el servicio eléctrico en los sectores de Bayamón, Toa Alta, Dorado, Ciales, Morovis, Corozal y la represa La Plata, donde estaba interrumpido. CC1",False,950057530130092032,/AEEONLINE/status/950057530130092032,"AEE Informs: Technical staff attended the event on line 36100, which runs between Bayamón and Ciales, and has already restored the electric service in the sectors of Bayamón, Toa Alta, Dorado, Ciales, Morovis, Corozal and the La Plata dam, where it was interrupted . CC1",2
2830,2830,AEEONLINE,2017-12-26 14:02:38,32,92,AEE dice está a punto de energizar los 78 pueblos __PIPE__ NotiUno 630 CC1 https://notiuno.com/aee-dice-esta- punto-de-energizar-los-78-pueblos/   …,AEE dice está a punto de energizar los 78 pueblos __PIPE__ NotiUno 630 CC1  punto-de-energizar-los-78-pueblos/   …,False,945731597608935425,/AEEONLINE/status/945731597608935425,AEE says it is about to energize the 78 villages __PIPE__ NotiUno 630 CC1 https://notiuno.com/aee-dice-esta- punto-de-energizar-los-78-pueblos / ...,2
1785,1785,AEEONLINE,2017-09-07 09:23:28,0,0,Saludos; está reportado en el evento C17090600194. CC6,Saludos; está reportado en el evento C17090600194. CC6,False,905783580017733632,/AEEONLINE/status/905783580017733632,Regards; is reported in the event C17090600194. CC6,2
2069,2069,AEEONLINE,2017-12-06 13:22:32,10,28,"Justo González: ""Los proyectos de energía renovable pueden desarrollarse a través de las Alianzas Público Privadas Participativas"". CC1","Justo González: ""Los proyectos de energía renovable pueden desarrollarse a través de las Alianzas Público Privadas Participativas"". CC1",False,938473748457578496,/AEEONLINE/status/938473748457578496,"Justo González: ""Renewable energy projects can be developed through the Participatory Public-Private Partnerships"". CC1",2
459,459,AEEONLINE,2018-02-12 10:00:18,10,30,AEE NORMALIZA EL SERVICIO ELÉCTRICO A LA MAYORÍA DE LOS CLIENTES QUE SE AFECTARON TRAS EXPLOSIÓN DE INTERRUPTOR ANOCHE EN MONACILLO__NEWLINE__ https://www. aeepr.com/Noticias/notic iasread.asp?r=PFKHTAJLMQ   …,AEE NORMALIZA EL SERVICIO ELÉCTRICO A LA MAYORÍA DE LOS CLIENTES QUE SE AFECTARON TRAS EXPLOSIÓN DE INTERRUPTOR ANOCHE EN MONACILLO__NEWLINE__  aeepr.com/Noticias/notic iasread.asp?r=PFKHTAJLMQ   …,False,963065232049475584,/AEEONLINE/status/963065232049475584,AEE STANDS THE ELECTRICAL SERVICE TO MOST CUSTOMERS WHO WERE AFFECTED AFTER SWITCHING THE SWITCH OVERWAVE IN MONACLLO__NEWLINE__ https: // www. aeepr.com/News/notic iasread.asp? r = PFKHTAJLMQ ...,1
2270,2270,AEEONLINE,2017-11-06 06:36:48,5,21,Ahora: El Gobernador Ricardo Rosselló y Ricardo Ramos le brindan detalles de la condición de la Central Palo Seco a los congresistas. CC1 pic.twitter.com/72vD7xL5fR,Ahora: El Gobernador Ricardo Rosselló y Ricardo Ramos le brindan detalles de la condición de la Central Palo Seco a los congresistas. CC1 ,False,927500008798261248,/AEEONLINE/status/927500008798261248,Now: Governor Ricardo Rosselló and Ricardo Ramos give details of the condition of the Palo Seco Power Plant to the congressmen. CC1 pic.twitter.com/72vD7xL5fR,2
1151,1151,AEEONLINE,2018-01-23 12:43:53,3,14,AEE informa dónde trabajan las brigadas hoy - CC1 https://goo.gl/FAWfg1  ,AEE informa dónde trabajan las brigadas hoy - CC1   ,False,955858641134997504,/AEEONLINE/status/955858641134997504,AEE informs where the brigades work today - CC1 https://goo.gl/FAWfg1,2
1849,1849,AEEONLINE,2017-10-14 09:39:19,39,73,"Ricardo Ramos: ""En tres semanas contaremos con 966 brigadas para levantar el sistema eléctrico"". CC1 pic.twitter.com/wJZ56DTRWf","Ricardo Ramos: ""En tres semanas contaremos con 966 brigadas para levantar el sistema eléctrico"". CC1 ",False,919195920696258560,/AEEONLINE/status/919195920696258560,"Ricardo Ramos: ""In three weeks we will have 966 brigades to raise the electrical system"". CC1 pic.twitter.com/wJZ56DTRWf",2
2329,2329,AEEONLINE,2017-09-02 13:20:11,3,4,Llegó el tiempo de estar alerta. Sigue nuestros consejos. CC6  https://www2.aeepr.com/Ambiente/Hurac anes.asp   …  #AEEHuracanes  #PuertoRicoSePrepara pic.twitter.com/h3H2YeLLMd,Llegó el tiempo de estar alerta. Sigue nuestros consejos. CC6   anes.asp   …  #AEEHuracanes  #PuertoRicoSePrepara ,False,904031211336630272,/AEEONLINE/status/904031211336630272,The time to be alert arrived. Follow our advice. CC6 https://www2.aeepr.com/Ambiente/Hurac anes.asp ... #AEEHuracanes #PuertoRicoSePrepara pic.twitter.com/h3H2YeLLMd,2
1810,1810,AEEONLINE,2017-09-03 13:43:39,24,35,"HOY a las 4:30 pm, gobernador @ricardorossello  ofrecerá rueda de prensa junto al @DirAEMEAD ¡Atentos! #PuertoRicoSePrepara pic.twitter.com/qOiBwVC0U3","HOY a las 4:30 pm, gobernador @ricardorossello  ofrecerá rueda de prensa junto al @DirAEMEAD ¡Atentos! #PuertoRicoSePrepara ",False,904399503251431424,/AEEONLINE/status/904399503251431424,"TODAY at 4:30 pm, governor @ricardorossello will offer a press conference with @DirAEMEAD Attentos! #PuertoRicoSePrepara pic.twitter.com/qOiBwVC0U3",2
1572,1572,AEEONLINE,2018-01-06 13:37:13,37,176,"Hoy: Personal de Ingeniería Isla AEE continúa trabajando en la línea 51000 que discurre entre Aguas Buenas y Sabana Llana, para seguir energizando más sectores y comunidades de la Isla. Feliz Día de Reyes! CC1 pic.twitter.com/lCIkRZmUzA","Hoy: Personal de Ingeniería Isla AEE continúa trabajando en la línea 51000 que discurre entre Aguas Buenas y Sabana Llana, para seguir energizando más sectores y comunidades de la Isla. Feliz Día de Reyes! CC1 ",False,949711469842661376,/AEEONLINE/status/949711469842661376,"Today: AEE Island Engineering Staff continues working on line 51000 that runs between Aguas Buenas and Sabana Llana, to continue energizing more sectors and communities of the Island. Happy Three Kings Day! CC1 pic.twitter.com/lCIkRZmUzA",2
1911,1911,AEEONLINE,2017-12-08 09:52:44,32,79,[HOY] Trabajos de brigadas en la Región San Juan. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/RgvwBvv6sY,[HOY] Trabajos de brigadas en la Región San Juan. ¡Seguimos!  CC6 #PRSeLevanta ,False,939145726566813697,/AEEONLINE/status/939145726566813697,[TODAY] Brigade works in the San Juan Region. We continue! CC6 #PRSeLevanta pic.twitter.com/RgvwBvv6sY,2
1751,1751,AEEONLINE,2017-09-07 09:37:49,0,0,"Tenemos varias áreas de Santurce reportadas;escriba a prensa@aeepr.com su nombre,dirección,teléfono y situación para que se cree la nota.CC6","Tenemos varias áreas de Santurce reportadas;escriba a prensa@aeepr.com su nombre,dirección,teléfono y situación para que se cree la nota.CC6",False,905787191695167492,/AEEONLINE/status/905787191695167492,"We have several areas of Santurce reported, write your name, address, telephone number and situation to prensa@aeepr.com so that the note is created.",2
1922,1922,AEEONLINE,2018-01-20 17:33:25,14,11,Interrumpirán servicio eléctrico en Humacao __PIPE__ Metro CC1 https://www. metro.pr/pr/noticias/20 18/01/20/interrumpiran-servicio-electrico-humacao.html   …,Interrumpirán servicio eléctrico en Humacao __PIPE__ Metro CC1  metro.pr/pr/noticias/20 18/01/20/interrumpiran-servicio-electrico-humacao.html   …,False,954844338638422017,/AEEONLINE/status/954844338638422017,Electric service will be interrupted in Humacao __PIPE__ Metro CC1 https: // www. metro.pr/pr/nicias/20 18/01/20 / interrumpiran-servicio-electrico-humacao.html ...,2
2675,2675,AEEONLINE,2017-11-04 13:57:56,55,188,Personal de Ingenieria AEE trabaja para reparar Torres de 115kv desde Central San Juan hasta subestación Viaducto en Santurce. CC1 pic.twitter.com/jsZoW5uSlJ,Personal de Ingenieria AEE trabaja para reparar Torres de 115kv desde Central San Juan hasta subestación Viaducto en Santurce. CC1 ,False,926871144958955520,/AEEONLINE/status/926871144958955520,AEE Engineering Staff works to repair 115kv towers from Central San Juan to Viaducto substation in Santurce. CC1 pic.twitter.com/jsZoW5uSlJ,2
603,603,AEEONLINE,2018-02-11 21:48:27,53,73,AEE Informa: El Cuerpo de Bomberos ya extinguió el fuego en el interruptor de Monacillo y próximamente el personal técnico AEE inspeccionará el área. CC1,AEE Informa: El Cuerpo de Bomberos ya extinguió el fuego en el interruptor de Monacillo y próximamente el personal técnico AEE inspeccionará el área. CC1,False,962881052644659200,/AEEONLINE/status/962881052644659200,AEE Reports: The Fire Department has already extinguished the fire at the Monacillo switch and soon the AEE technical staff will inspect the area. CC1,2
2849,2849,AEEONLINE,2018-02-05 11:15:12,21,72,Somos #unsoloequipo  y no descansaremos hasta iluminar a todo Puerto Rico. CC6 https://twitter.com/NYPAenergy/sta tus/960544977481760768   …,Somos #unsoloequipo  y no descansaremos hasta iluminar a todo Puerto Rico. CC6  tus/960544977481760768   …,False,960547362744819713,/AEEONLINE/status/960547362744819713,We are #unsoloequipo and we will not rest until we light up all of Puerto Rico. CC6 https://twitter.com/NYPAenergy/sta tus / 960544977481760768 ...,2
1990,1990,AEEONLINE,2017-09-10 12:34:40,0,8,El DE previamente había anunciado que los trabajos de restauración podrían tardar hasta cuatro meses y en 73 horas solo falta un 35%. CC6,El DE previamente había anunciado que los trabajos de restauración podrían tardar hasta cuatro meses y en 73 horas solo falta un 35%. CC6,False,906918860271603717,/AEEONLINE/status/906918860271603717,The DE had previously announced that the restoration work could take up to four months and in 73 hours only 35% is missing. CC6,2
826,826,AEEONLINE,2017-11-25 09:00:49,15,59,"Tenemos un ""tip"" de seguridad si tienes generador eléctrico en tu casa: instala el generador sobre una superficie plana para evitar accidentes.  CC6 pic.twitter.com/YnXDHZ9iEH","Tenemos un ""tip"" de seguridad si tienes generador eléctrico en tu casa: instala el generador sobre una superficie plana para evitar accidentes.  CC6 ",False,934421619644043265,/AEEONLINE/status/934421619644043265,"We have a ""tip"" of security if you have an electric generator in your house: install the generator on a flat surface to avoid accidents. CC6 pic.twitter.com/YnXDHZ9iEH",2
2519,2519,AEEONLINE,2017-09-12 10:57:45,6,6,AHORA enviamos informe Región Arecibo con #Loqueestamoshaciendo .  CC6 #AEEyacomenzamos pic.twitter.com/RbQYtIz1TJ,AHORA enviamos informe Región Arecibo con #Loqueestamoshaciendo .  CC6 #AEEyacomenzamos ,False,907619247312044032,/AEEONLINE/status/907619247312044032,NOW we send Arecibo Region report with #What we are doing. CC6 #AEEyacomenzamos pic.twitter.com/RbQYtIz1TJ,2
1649,1649,AEEONLINE,2018-01-19 06:06:58,9,25,AEE Informa: Personal de la Oficina de Seguridad Ocupacional ofrece charla de seguridad a las brigadas de las compañías SRP Net y Austin Energy que trabajarán en la restauración del sistema eléctrico en municipios de la Región de Carolina. CC1 pic.twitter.com/5I1jrcNDOo,AEE Informa: Personal de la Oficina de Seguridad Ocupacional ofrece charla de seguridad a las brigadas de las compañías SRP Net y Austin Energy que trabajarán en la restauración del sistema eléctrico en municipios de la Región de Carolina. CC1 ,False,954309200326332417,/AEEONLINE/status/954309200326332417,AEE Informs: Staff of the Occupational Safety Office offers security talk to the brigades of the companies SRP Net and Austin Energy that will work in the restoration of the electrical system in municipalities of the Carolina Region. CC1 pic.twitter.com/5I1jrcNDOo,2
1757,1757,AEEONLINE,2018-03-20 11:25:24,2,6,"20-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 pic.twitter.com/q7szzRqMAD","20-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 ",False,976117509999951872,/AEEONLINE/status/976117509999951872,"20-3-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayagüez, Ponce, and San Juan. CC6 pic.twitter.com/q7szzRqMAD",2
978,978,AEEONLINE,2018-02-11 18:06:03,55,72,"AEE Informa: Personal técnico atiende evento en la línea 41300 de Cambalache para restablecer el servicio eléctrico lo antes posible en sectores de Arecibo, Hatillo, Camuy y áreas cercanas. CC1","AEE Informa: Personal técnico atiende evento en la línea 41300 de Cambalache para restablecer el servicio eléctrico lo antes posible en sectores de Arecibo, Hatillo, Camuy y áreas cercanas. CC1",False,962825085194244098,/AEEONLINE/status/962825085194244098,"AEE Informs: Technical staff attends event on line 41300 of Cambalache to restore electric service as soon as possible in sectors of Arecibo, Hatillo, Camuy and nearby areas. CC1",2
15,15,AEEONLINE,2018-02-21 10:23:00,9,22,"21-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/1pyJ0UlVCR","21-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,966332432889806848,/AEEONLINE/status/966332432889806848,"21-2-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/1pyJ0UlVCR",2
1463,1463,AEEONLINE,2018-02-11 12:51:15,6,13,"11-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayaguez, Ponce, y San Juan.  CC6 pic.twitter.com/M6hzEjRWtL","11-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayaguez, Ponce, y San Juan.  CC6 ",False,962745861955555328,/AEEONLINE/status/962745861955555328,"11-2-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayaguez, Ponce, and San Juan. CC6 pic.twitter.com/M6hzEjRWtL",2
970,970,AEEONLINE,2017-09-06 08:48:18,3,0,HOY no te pierdas el mensaje del Gobernador en las ondas radiales. #IrmaPR  #AEEHuracanes pic.twitter.com/YyAnvzTapK,HOY no te pierdas el mensaje del Gobernador en las ondas radiales. #IrmaPR  #AEEHuracanes ,False,905412339301744641,/AEEONLINE/status/905412339301744641,TODAY do not miss the message of the Governor on the radio waves. #IrmaPR #AEEHuracanes pic.twitter.com/YyAnvzTapK,2
1764,1764,AEEONLINE,2017-12-16 12:34:55,21,37,"[HOY] Informe dónde están nuestras brigadas correspondiente a las Regiones: Mayagüez, Ponce y San Juan. CC6 pic.twitter.com/fJm546hlLH","[HOY] Informe dónde están nuestras brigadas correspondiente a las Regiones: Mayagüez, Ponce y San Juan. CC6 ",False,942085642925891584,/AEEONLINE/status/942085642925891584,"[TODAY] Report where our brigades correspond to the Regions: Mayagüez, Ponce and San Juan. CC6 pic.twitter.com/fJm546hlLH",2
140,140,AEEONLINE,2017-11-13 15:38:44,8,20,Trabajos que realizan hoy nuestras brigadas en la Región Mayaguez. CC6 #PRSeLevanta pic.twitter.com/SZn77zpiAW,Trabajos que realizan hoy nuestras brigadas en la Región Mayaguez. CC6 #PRSeLevanta ,False,930173104520945664,/AEEONLINE/status/930173104520945664,Works carried out today by our brigades in the Mayaguez Region. CC6 #PRSeLevanta pic.twitter.com/SZn77zpiAW,2
2824,2824,AEEONLINE,2017-09-07 07:23:16,0,1,"Buen día, reportado en el evento P17090600074 . CC6","Buen día, reportado en el evento P17090600074 . CC6",False,905753331410329600,/AEEONLINE/status/905753331410329600,"Good day, reported in the event P17090600074. CC6",2
102,102,AEEONLINE,2017-10-10 13:43:34,7,7,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Mayaguez CC6 #AEEyacomenzamos  #PRSeLevanta pic.twitter.com/U2Sliyu24B,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Mayaguez CC6 #AEEyacomenzamos  #PRSeLevanta ,False,917807834645004288,/AEEONLINE/status/917807834645004288,WHAT THE AEE BRIGADES ARE DOING - Mayaguez Region CC6 #AEEyacommend #PRSeLevanta pic.twitter.com/U2Sliyu24B,2
1195,1195,AEEONLINE,2017-12-01 09:46:15,5,25,"El director ejecutivo AEE, Justo Gonzalez, habla con Celimar Adames de Noticentro y Luis Guardiola de Telemundo, sobre contratación de consultor financiero y la reconstrucción del sistema eléctrico. CC1 pic.twitter.com/rS109cpQhW","El director ejecutivo AEE, Justo Gonzalez, habla con Celimar Adames de Noticentro y Luis Guardiola de Telemundo, sobre contratación de consultor financiero y la reconstrucción del sistema eléctrico. CC1 ",False,936607380283981830,/AEEONLINE/status/936607380283981830,"The executive director AEE, Justo Gonzalez, speaks with Celimar Adames of Noticentro and Luis Guardiola of Telemundo, about hiring financial consultant and the reconstruction of the electrical system. CC1 pic.twitter.com/rS109cpQhW",2
2708,2708,AEEONLINE,2018-03-21 14:44:38,5,11,"HOY: Carlos Negron Alfonzo, de la División de Ingenieria AEE, habla con Michelle Estrada del periódico Voces del Sur, sobre las etapas de construcción del proyecto de suplido de agua mediante canales de riego al complejo generatriz de Aguirre en Salinas. CC1 pic.twitter.com/dCDCQK7uY2","HOY: Carlos Negron Alfonzo, de la División de Ingenieria AEE, habla con Michelle Estrada del periódico Voces del Sur, sobre las etapas de construcción del proyecto de suplido de agua mediante canales de riego al complejo generatriz de Aguirre en Salinas. CC1 ",False,976530037288656897,/AEEONLINE/status/976530037288656897,"TODAY: Carlos Negron Alfonzo, from the AEE Engineering Division, speaks with Michelle Estrada of the newspaper Voces del Sur, about the construction stages of the water supply project through irrigation channels to the generating complex of Aguirre in Salinas. CC1 pic.twitter.com/dCDCQK7uY2",2
2256,2256,AEEONLINE,2018-03-17 12:15:14,2,5,"Ahora: Personal de la Oficina de Comunicación Corporativa AEE, orienta al público participante en la Feria de Salud “Salud Para Tu Comunidad” que se celebra hoy sábado, en Villa Prades. Seguimos... CC1 pic.twitter.com/emz2V72Krr","Ahora: Personal de la Oficina de Comunicación Corporativa AEE, orienta al público participante en la Feria de Salud “Salud Para Tu Comunidad” que se celebra hoy sábado, en Villa Prades. Seguimos... CC1 ",False,975042888345276419,/AEEONLINE/status/975042888345276419,"Now: Staff of the Corporate Communication Office AEE, guides the public participating in the Health Fair ""Health for Your Community"" that takes place today Saturday, in Villa Prades. We continue ... CC1 pic.twitter.com/emz2V72Krr",2
2625,2625,AEEONLINE,2017-09-07 07:02:07,0,0,"Buen día, reportado en el evento P17090600181. CC6","Buen día, reportado en el evento P17090600181. CC6",False,905748008985391108,/AEEONLINE/status/905748008985391108,"Good day, reported in event P17090600181. CC6",2
