Tweet,Code,Category,Date,Permalink
"Thanks for the update. They're on benissimo, I can't remember the house number. Happy to hear damage seems minimal. Stay safe!",6,15,9/11/2017,https://twitter.com/ARW_KW/status/907405315217518592
And we have power back. Thank you @insideFPL we've been very lucky with #Irma . I hope everyone else in South Florida makes speedy recovery,6,15,9/11/2017,https://twitter.com/danpeabee/status/907330002227736576
My #HurricaneIrma post storm top 5 1. @FLGovScott 2. @insideFPL 3. All First Responders 4. Shelter Volunteers 5. Helping Neighbors,6,15,9/11/2017,https://twitter.com/MartinAsinari/status/907307217799577603
We've seen at least two on the outer streets Thank you guys so much and please stay safe!,6,15,9/11/2017,https://twitter.com/intomusicsports/status/907302501027893250
Huge thanks to @DukeEnergy for restoring power to many already! Hoping your linemen stay safe and people are patient during #Irma recovery.,6,15,9/11/2017,https://twitter.com/CanesGirl4U/status/907373153738948608
"Thank you to the volunteers, shelters, and first responders who are out there putting in work to get everyone safe and repair damage!",6,15,9/11/2017,https://twitter.com/MandaPandamonia/status/907350394279485445
"Just got our power back, thanks FPL! You sure were ready,and we appreciate all the preparation, and post storm action! @insideFPL #IRMA pic.twitter.com/I5guax9Vq9",6,16,9/11/2017,https://twitter.com/PelmanEli/status/907291936641482752
Yesterday u attack @RealJamesWoods & post carefully selected & cropped pics 2 give impression ur house was damaged. No damage in these pics.,6,0,9/12/2017,https://twitter.com/LSNortheast/status/907775824417447936
So happy & grateful with the way @insideFPL is handling things! Post #hurricaneirma,6,0,9/12/2017,https://twitter.com/breaking_thru/status/907768160840974336
"YES, POWER IS ON! Thanks @insideFPL ! Top notch work. #hurricaneirma",6,0,9/12/2017,https://twitter.com/DFLenick/status/907493998415241216
And a huge thanks to every police officer helping us through Irma!,6,0,9/12/2017,https://twitter.com/LG44230994/status/907784695135428609
You and @FLGovScott have done tremendous job during #hurricaneirma ~ very daunting task handled with much planning & follow through,6,14,9/12/2017,https://twitter.com/lkblankenship/status/907628905040883712
"FPL Update:388,630/739,000 are out of power. Restored power to over 292,160! Thanks for restoring power to our residents @insidefpl",6,14,9/12/2017,https://twitter.com/CityGreenacres/status/907586630437019648
@OUCreliableone Thank you for all the hard work. Power is back on. You guys are amazing!! #irma #hurricaneirma #oucrocks,6,14,9/12/2017,https://twitter.com/yoli_ole/status/907728407802384384
@KUAdirect thank you for the updates and swift recovery. We were prepared for days without power,6,14,9/12/2017,9.08E+017
WGOT wants to thank all the first responders @AlachuaSheriff @GainesvillePD and @GRU4U employees for how well they handled #IrmaHurricane,6,14,9/12/2017,https://twitter.com/wgotlp/status/907798264153600010
"A huge thanks to @NewsfromJEA for restoring our power & others in just over 24 hrs, despite the massive pull on their resources. Well done!",6,14,9/12/2017,https://twitter.com/ealaspada/status/907666867963166720
Thanks to all the crews who have worked so hard over last few days. Your pre storm prep & post storm work have been great!! @NewsfromJEA,6,14,9/12/2017,https://twitter.com/Joe__Wiseman/status/907576515742887936
Thank you @DukeEnergy for getting our power back up and running! #hurricaneirma was a biaatch!,6,14,9/12/2017,https://twitter.com/cdayss/status/907786731189137408
Thanks for getting our power back! Major undertaking! Lots of damage.,6,14,9/12/2017,https://twitter.com/AnybodyHome/status/907781178383589377
Thank you @DukeEnergy . I know you're inundated. The area is safe for Duke to assess but is very dangerous for customers. Pls prioritize. TY.,6,14,9/12/2017,https://twitter.com/stacey6291/status/907761814208905217
Thanks @DukeEnergy and all the volunteers who have come to help out after #IRMA .,6,14,9/12/2017,https://twitter.com/Fen1xMonk3y/status/907719208288518145
@dukeenergy is doing a much better job restoring power to our beach properties ! @tecoenergy is an epic fail total disaster,6,14,9/12/2017,https://twitter.com/Mickjon54883918/status/907716551763218432
I want to thank all @DukeEnergy @CLWPublicSafety @Publix @PinellasEM @my_pcs and everyone else who worked through the storm for us,6,14,9/12/2017,https://twitter.com/jairomeo/status/907714166894493701
We came home this morning to find electricity! Thank you so much for the speedy recovery! Thanks @DukeEnergy for hard work after storm!,6,14,9/12/2017,https://twitter.com/SamuelChayanne/status/907608210554703873
Thank you for all of your efforts during this time! I hope others affected show patience and appreciation! #FloridaStrong,6,14,9/12/2017,https://twitter.com/jb_the_engineer/status/907588289196163072
"Thank you so much, We understand your enforcement to resolve",6,14,9/12/2017,https://twitter.com/fdcanton/status/907588215154069504
"@DukeEnergy Thanks for the new meter in Bloomington, IN and best to you during storm outages. Be safe!",6,14,9/12/2017,https://twitter.com/NolaDebina/status/907558350283530241
@insideFPL did a wonderful job for me. I think they have been kicking ass when you consider that the storm basically hit the whole state.,6,0,9/13/2017,https://twitter.com/ZichellaEric/status/908107447981703168
Ran into @insideFPL crew doing damage assessment in my neighborhood.Thanks 4 all your hard work #IrmaRecovery #IrmaHurricane2017 #Irma #305 pic.twitter.com/02LDIElVr2,6,0,9/13/2017,https://twitter.com/AnnaDilernia/status/908078142123847683
Awesome dusk silhouette of @insideFPL worker I took last evening. Great to see them restoring power to @westpalmbch residents. #IrmaRecovery pic.twitter.com/VR0DR02rH7,6,0,9/13/2017,https://twitter.com/ThomasDBradley/status/908006636823998464
Finally got through on my phone. @insideFPL took our ticket as an emergency. Thanks for your massive restoration effort!! #IrmaRecovery,6,0,9/13/2017,https://twitter.com/JamieWalton/status/907956275727790081
Great example of how our law enforcement is helping our communities in this time of distress. Thank you @OrlandoPolice and @OUCreliableone ! https:// twitter.com/OrlandoPolice/ status/907980440887332864 …,6,0,9/13/2017,https://twitter.com/OrlDistrict2/status/908016174801309697
"Thank you @OUCreliableone for giving me the gift of power!! Next goal, cable/internet from @GetSpectrum . #irma #buffy #recovery #Orlando pic.twitter.com/HrA78j7jSj",6,0,9/13/2017,https://twitter.com/KDinFL/status/907928887493099520
@DukeEnergy thanks hope this helps out people hope is coming hold on we can make it #nodeathdotopoweroutages pic.twitter.com/Ly9pK0W6V2,6,0,9/13/2017,https://twitter.com/KJ_GayFanBoi/status/908147093767892992
Shout out to all the utilities out there helping after #hurricaneirma some serious heros! @ConsumersEnergy @DukeEnergy @DTE_Energy,6,0,9/13/2017,https://twitter.com/tvinsweats/status/908142854991728640
Great job on getting all the resources in and out helping in the field. Florida did just get hit w a cat 2 hurricane right?,6,2,9/14/2017,https://twitter.com/nm7667/status/908314926304972801
Shout out to my nibbas at @insideFPL for restoring my power. #hurricaneirma #wesurvived pic.twitter.com/ZgfjI3Sw0V,6,3,9/14/2017,https://twitter.com/bobby_cocozza/status/908477391118401536
"Thank you @DukeEnergy and the workers from abroad, our power is back on after about 4-5 days of heat and darkness. #hurricaneirma pic.twitter.com/mvlfE0ufi7",6,3,9/14/2017,https://twitter.com/jonweber/status/908528719807025152
"97 hours after losing power to Hurricane Irma, @DukeEnergy comes to our rescue! Thank you for your hard work!",6,3,9/14/2017,https://twitter.com/ZsaZsa80/status/908525915315032064
"We're proud to support @insideFPL with #Irma storm recovery, while also serving our customers in PA. Here's a pic from the Fort Myers area. pic.twitter.com/K5JxOpa8gH",6,4,9/14/2017,https://twitter.com/PPLElectric/status/908388604665384961
More great storm coverage. Thanks @GarnerBrygarner and @CNR803_News . No more @DukeEnergy storm outages in Chester County! #thankalineman pic.twitter.com/AhuUwJ3Gy7,6,4,9/14/2017,https://twitter.com/JiranRick/status/908408838923186176
True heroes in this recovery,6,9,9/14/2017,https://twitter.com/bostondg/status/908457995536928768
Have been through 3 hurricanes and ensuing loss of power/water. Can't say enough about how quickly @insideFPL had us restored,6,9,9/14/2017,9.08E+017
"Much gratitude to law enforcement, @insideFPL everyone clearing roads & power companies who came to help. #IrmaHurricane #IrmaRecovery",6,9,9/14/2017,https://twitter.com/KENDALLKUBAN/status/908395073729167360
@NewsfromJEA #awesome work you guys are doing post #hurricaneirma got my electricity back yesterday,6,9,9/14/2017,https://twitter.com/vivekaher/status/908408348260884481
I have power back at home #hurricaneirmaaftermath . Thank you @dukeenergy .,6,9,9/14/2017,https://twitter.com/edburns/status/908522593405296640
THANK YOU @insideFPL 1st responders understand that repowering our community takes time and safety is #1. @MiamiHerald @wsvn pic.twitter.com/dD9p1HfnBb,6,4,9/15/2017,https://twitter.com/MiamiFOP20/status/908899301539155968
@insideFPL kept us cool and our lights on throughout #IrmaHurricane and cooled our backs w/ice pack after cleanup. Keep up the good work! pic.twitter.com/AwNRD43yKf,6,4,9/15/2017,https://twitter.com/bhensler/status/908791088172994560
They're here. @DukeEnergy Welcome! Yay! @hurricaneirma pic.twitter.com/3qZMHvpTvo,6,0,9/16/2017,https://twitter.com/DanaTaylorMix/status/909119310316163072
#TeamIPL linemen working hard to restore customers impacted by #Irma w/ @DukeEnergy in FL! Keep up the safe work guys! We're proud ! pic.twitter.com/p2rYupFpWq,6,1,9/16/2017,https://twitter.com/IPLPower/status/909042639147819008
"Yes, thanks to the Lineman. Start asking FPL the hard questions now. Y so many out from this level of a storm?Read http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …",6,3,9/16/2017,https://twitter.com/theiceman1729/status/909225355168419840
Spotted in Palm City this morning. Thanks to all my @utilityeda friends who sent crews to Florida. @insideFPL #hurricaneirma pic.twitter.com/AK8Nlz2l5g,6,3,9/16/2017,https://twitter.com/CrystalXStiles/status/909026258356523008
@lgeku Thank u from my family to all of y'alls. #HurricaneIrmaAftermath #hardworkers #ThankfulFloridians #Kentuckytotherescue . @DukeEnergy pic.twitter.com/7XQCBTUXBY,6,3,9/16/2017,https://twitter.com/Towman12/status/909162037695188994
Meeting w/ @insideFPL re: remaining power outages in Miami-Dade. Thank you to all crews+volunteers working in #OurCounty for #IrmaCleanUp . pic.twitter.com/jULEKAzeH0,6,4,9/16/2017,https://twitter.com/CommBovo/status/909120878402732033
Big Major shout out to @insideFPL and @MiamiDadePD for the hard work they doing during this recovery. You the real MVP. #HurricaneIrma,6,5,9/16/2017,https://twitter.com/TruXodus/status/909056914612473858
Thanks to Steve and Canadian E&E Powerline for assisting @insideFPL with the recovery in SoFla. You guys were great! #LetThereBeLight pic.twitter.com/zrH8q4QPsx,6,8,9/16/2017,https://twitter.com/yayoheems/status/909202558446718977
Thanks @insideFPL after 8 days we recovered the power #IrmaHurricane2017 pic.twitter.com/y14R7UoPgk,6,8,9/17/2017,https://twitter.com/mechealava27/status/909510825932713985
"Thank you to the first responders, @insideFPL , @VCEmergencyInfo , friends and good neighbors who are helping to restore Daytona post-Irma",6,9,9/17/2017,https://twitter.com/rachsloot/status/909430129729970178
Thank you @insideFPL and #lineworkers from everywhere who came to help. I have power! Thank you! #irmarecovery #damnhot,6,9,9/17/2017,https://twitter.com/Amycfernandez/status/909374405687603200
@DukeEnergy i want to take this time to thank you for your sacrifices to help us with our power in pasco county due to hurricane irma.,6,9,9/17/2017,https://twitter.com/Pitre_Punisha/status/909518638671155201
@NewsfromJEA Thanks! We were among the last few grids to go up but damn was it impressive to see how fast the recovery has been for all. GJ! pic.twitter.com/IT9wWtwZuU,6,10,9/17/2017,https://twitter.com/Nosmicomicles/status/909413316208070656
@insideFPL I would like to thank everyone at fpl and those working with them to get electrical power restored after hurricane Irma,6,12,9/17/2017,https://twitter.com/OsceolaHoliday/status/909571978981494789
"@DukeEnergy I was without power for over 2 days from last storm, but it made me appreciate the long hours of the line men & women even more!",6,12,9/17/2017,https://twitter.com/sakingjmb1/status/909474709288439808
Thank you @insideFPL for getting the lights back @PhantomProducts so we can make #militarylights #teamphantom #backtowork #HurricaneIrma,6,14,9/17/2017,https://twitter.com/PhantomProducts/status/909511713560686597
@insideFPL thank you for your preparation 4 hurricane Irma. Thank you for bringing in ppl from other states 2 restore power. Very thankful,6,14,9/17/2017,https://twitter.com/v_saintus/status/909469966465929218
@DukeEnergy thank you so much for restoring our power. Please stick around for hurricane Maria,6,14,9/17/2017,https://twitter.com/noopurpatel/status/909537464884383744
@DukeEnergy we got power at Altamonte springs my prayers works thanks Saint Expeditus and the hard worker from duke. 32714,6,15,9/17/2017,https://twitter.com/EdwinBCid/status/909578180176039936
Thank you @DukeEnergy for restoring power. You made the midnight deadline for us. Glad to be in our own home w AC,6,15,9/17/2017,https://twitter.com/millercharlesf/status/909572235169583104
Thank you to the men and women of @insideFPL who are quickly repairing the damaged areas from #HurricaneIrma . pic.twitter.com/0d3YyGGxuQ,6,0,9/18/2017,https://twitter.com/CrowdCtrlStore/status/909837694100017152
"Thanks to @POTUS , @FLGovScott , @fema , @insideFPL , @CollierSheriff and thousands of volunteers, We will be @Naples_Paradise again!",6,9,9/20/2017,https://twitter.com/BW1021/status/910551298885525504
"Big thanks to the men and women of @insidefpl for working around the clock to bring back power. Horrible storm, but great response!",6,12,9/20/2017,https://twitter.com/REALKevinCooper/status/910552944055078914
#Irma sucked 4 all FL but in the end we should thank @insideFPL and FL authorities. All did a #greatjob given the circumstances #thankyou,6,14,9/20/2017,https://twitter.com/JoelAndresFrewa/status/910544336185647105
Wonderful news! Thank you! #keysrecovery #KeysStrong #FosterCare #IrmaRecovery,6,14,9/20/2017,https://twitter.com/WHFSMonroe/status/910542478973030401
"Thanks to @DukeEnergy volunteers, more #HurricaneIrma victims have been helped at the local call center http://www. flyergroup.com/news/local_new s/call-on-us/article_447d5841-6885-528e-896f-a18aca7330f5.html …",6,1,9/21/2017,https://twitter.com/SeeAshtonWrite/status/910883571014836224
Thanks to @OUCreliableone for their hard work during Hurricane Irma relief efforts. Enjoy the @PapaJohns . pic.twitter.com/KLvVphaFOm,6,3,9/21/2017,https://twitter.com/OrlandoCitySC/status/910904057228877825
"Retweeted Ashton Brellenthin ( @SeeAshtonWrite ): Thanks to @DukeEnergy volunteers, more #HurricaneIrma victims... http:// fb.me/5Wn9FP9h5",6,10,9/21/2017,https://twitter.com/WYRZBrianScott/status/910884063736508417
Thank you! #floridastrong #FloridaKeys #keysrecovery #keysrecovery,6,14,9/21/2017,https://twitter.com/Tania_Figueroa_/status/911000310885253121
"To be clear, you DID meet your initial deadline. Our house was powered up around 3 pm on Sunday. Sincerest thanks! It's not easy work.",6,0,9/22/2017,https://twitter.com/millercharlesf/status/911236140950208513
"Thank you to the @insideFPL contracted linemen & women, & all of the bus drivers who helped during this time of crisis! #hurricaneIRMA #FPL pic.twitter.com/80nRS8kJHK",6,3,9/22/2017,https://twitter.com/AnnettBusLines/status/911225362314616832
Thank you @InsideFPL for everything you did after the storm/ #Irma,6,14,9/22/2017,https://twitter.com/SenorWaterHead/status/911350699249864704
All the credit goes to @stormservices for their donation! Thank you for everything you're both doing to help communities in need!,6,14,9/22/2017,https://twitter.com/USFoods/status/911279545210286081
"@DukeEnergy Just a note: appreciate your team so much. Hurricanes, storms or regular outages. Always up & running quickly. Thanks Duke.",6,0,9/23/2017,https://twitter.com/ShawCrewMel/status/911755364126912512
I applaud @insideFPL http:// markets.businessinsider.com/news/stocks/FP L-completes-service-restoration-to-more-than-4-4-million-customers-impacted-by-historic-Hurricane-Irma-1002428815 …,6,3,9/23/2017,https://twitter.com/PatricRayburn/status/911550040455487489
Shout-out to @insideFPL for their massive success of an operation following #Irma and thanks to the other companies who assisted!!,6,12,9/23/2017,https://twitter.com/eva_rae13/status/911690530471497728
Headed home from Florida. Glad I got to help @insideFPL threw this hurricane,6,3,9/24/2017,https://twitter.com/evanjackson2/status/911920614553870336
"Wow. You guys get the Gold Medal. A perfect 10 from the USA judges! #keysrecovery #keysstrong with friends like you, we've go this! #irma",6,3,9/24/2017,https://twitter.com/WHFSMonroe/status/912099551439462400
Thank you to All who have been and who are helping with Florida's restoration <3 #hurricaneirma2017,6,14,9/24/2017,https://twitter.com/flmkrD/status/912023190125273088
@insideFPL Thank you. Always an amazing job. Phenomenal job after storms against all obstacles. Know and appreciate that you do your best.,6,14,9/25/2017,https://twitter.com/AlwaysLIGal/status/912305031457705984
2/ Wishing safety for #irma friends - @Graybar @insideFPL @hazenandsawyer @Interplex @IPTSinc #isovolta @ConstructTwo @Kalmarglobal,6,3,9/5/2017,https://twitter.com/ElecAppMag/status/905030753511235584
3/ Wishing safety for #irma friends @KamanDirect @KB_Electronics @mylkldelectric @LudecaInc @MaderElectric #manutech @MarathonEquip,6,3,9/5/2017,https://twitter.com/ElecAppMag/status/905032316631777281
Love & props to folks @insideFPL who've been stormin' for a few days now before we were tuned in to #HurricaneIrma . Stay strong & rested!,6,10,9/5/2017,https://twitter.com/LoriMillerme/status/905256400980463616
"To the many first responders, including our @IBEW @insideFPL linemen,stay safe out there sisters and brothers. It's going 2 be a wild one",6,15,9/6/2017,https://twitter.com/neilambrosio/status/905560720770813956
The ceo of @insideFPL is fielding the exact same question asked 10 dif ways from the media. #poorGuy #hurricaneIrma,6,0,9/8/2017,https://twitter.com/LauraMajercik/status/906185579993452544
Wishes for safety for our corporate ambassadors & their families. @blalockwalters @askRegions @insideFPL @MosaicInManatee @Pier22Dining,6,2,9/8/2017,https://twitter.com/ManateeCF/status/906308052906921985
Wishing safety for our corporate ambassadors @insideFPL who do so much to help during times like these.,6,9,9/8/2017,https://twitter.com/ManateeCF/status/906238414084820992
Praying to safety for the @insideFPL crews headed out after the storm!,6,9,9/8/2017,https://twitter.com/scottzepplin/status/906236386411515904
"Praying for strength, wisdom and safety for @KUAdirect #HuricaneIrma Thank you for your service!",6,14,9/8/2017,https://twitter.com/BrianStankich/status/906278329568907265
"For all the linemen out there BE SAFE and thank you for what you do, not just in a storm, but everyday. #ILoveMyLinemanHusband",6,15,9/8/2017,https://twitter.com/nina_gfreeman/status/906274934170800129
Thank you thank you and prayers of strength & safety to all of the HEROES arriving or on the way to Florida,6,15,9/8/2017,https://twitter.com/DRMPJen/status/906196744156975104
@insideFPL keep up the good work!! We still have power to watch the @Vol_Football game during #hurricaneirma ! #ThanksFPL #HappyCustomer pic.twitter.com/CsH9B7CKQn,6,8,9/9/2017,https://twitter.com/TattedLutheran/status/906626409212375040
They cant go out to repair powerlines in the middle of a hurricane yall have to understand and take this as it is could be worst for us,6,4,9/10/2017,https://twitter.com/OliverReyes7/status/906828331621941248
"Praying for the safety of the @mylkldelectric crews working to restore power in #lkld Lord, have mercy! https:// twitter.com/lakelandgov/st atus/906952677753487360 …",6,7,9/10/2017,https://twitter.com/FriarWade/status/906976445146259456
@NewsfromJEA we lost power @2:45am. Reported on http:// Jea.com . We are praying for y'alls safety as you work to restore power.,6,4,9/11/2017,https://twitter.com/JasonFischerFL/status/907134056730636288
Prayers going out to your workers and linemen for safety over the next few weeks. Thank you @KUAdirect,6,14,9/11/2017,https://twitter.com/Erika_Booth_/status/907270565123076097
"@DukeEnergy I know you guys are inundated and are doing the absolute best you can. I have a Family member concerned about her Mom, is there",6,14,9/11/2017,https://twitter.com/uavscrappy/status/907394890912423936
I wish you safety as you work through this monumental task.,6,15,9/11/2017,https://twitter.com/CCgunnells/status/907433716837900288
Shout out to my buddy Derrick and @HydroOne staff. Making us proud! #OCanada on the way to help repair #irma damage. Be safe and Godspeed.,6,15,9/11/2017,https://twitter.com/Phil67262208/status/907317069766684674
Grateful we are all fine and storm is out of area. Just need some power @insideFPL How are other @NBPSEagles who didn't fly the nest? https:// twitter.com/eliseecoff/sta tus/906873334188724226 …,6,15,9/11/2017,https://twitter.com/EliseEcoff/status/907199149233332224
YEAY! Saw some footage of downtown...looks quite flooded. Glad you are safe. BTW Happy Birthday :),6,15,9/11/2017,https://twitter.com/ausxip/status/907197800663805952
"@KUAdirect fantastic work ladies and gents, must have been a massive effort to work so quickly. Much appreciated by all! - Cumbrian Lakes",6,15,9/11/2017,https://twitter.com/cwtkw/status/907376695103062016
"Crews from @GRU4U out working hard in Gainesville with #Irma cleanup. Power's already back up and running in my neighborhood, you guys rock!",6,15,9/11/2017,https://twitter.com/iZarzecki/status/907382867977744384
Crazy dangerous job. One of the toughest jobs after a storm. Thank you JEA!! You guys and gals rock!! Power back on. Stay safe out there!,6,15,9/11/2017,https://twitter.com/TerryVliek/status/907438062216646657
"Cheering on #TDWI #TeamMembers @NewsfromJEA while they work tirelessly to restore power to #Jax residents #AfterIrma , Stay safe!",6,15,9/11/2017,https://twitter.com/TDWI/status/907397429846089728
@NewsfromJEA good luck to all your employees today! Praying for your safety,6,15,9/11/2017,https://twitter.com/C_M_buck/status/907240618946121728
I bought our linemen beer after our wind storm.,6,15,9/11/2017,https://twitter.com/G13net/status/907434925946793984
"Minimal damage, no flooding, no power. I am safe and blessed. Hopefully power will be on soon. Need to be on my Cpap machine. @DukeEnergy",6,15,9/11/2017,https://twitter.com/idowedbysheri/status/907401422840516608
"Minimal damage, no flooding, no power. I am safe and blessed. Hopefully power will be on soon. Need to use my Cpap machine @DukeEnergy",6,15,9/11/2017,https://twitter.com/whoshereads/status/907401129977372672
"Only one day from the storm, everyone needs to chill out and be thankful instead of complaining. Esp to First Responders and @DukeEnergy",6,15,9/11/2017,https://twitter.com/TommyFrain2013/status/907395622394896384
Please stay safe out there while you restore what #irma has destroyed. After all back in the day we didn't have electricity we can survive,6,15,9/11/2017,https://twitter.com/lichelleolivera/status/907368523265179648
Yes they have been. I pray no electrician gets injured doing their dangerous job. #Grateful,6,0,9/12/2017,https://twitter.com/WAYNEMESSAM/status/907774911262814208
"Ah, such a relief. Just got a call from my mom (lives near West Palm Beach, FL). Her electricity has been restored. Nice work, @insideFPL !",6,0,9/12/2017,https://twitter.com/sfonplsql/status/907599793668505601
great work after such extensive damage. #charlie recovery took weeks.,6,0,9/12/2017,https://twitter.com/fergusyeats/status/907708672616398853
#jacksonvillestrong #irmasurvivor We have power! Thank you! #ClayElectric & pray for those devastated in our county,6,15,9/12/2017,https://twitter.com/tryn2teach/status/907744707752677378
Praying for the safety of all your employees!,6,15,9/12/2017,https://twitter.com/lichelleolivera/status/907649455909982208
Thank you to everyone who wished us well during the recent hurricane. We finally got power back after a full week ! Thanks @DukeEnergy ! https:// twitter.com/Makerspaces_co m/status/906883782149537793 …,6,4,9/15/2017,https://twitter.com/Makerspaces_com/status/908684979051356164
"Please, have mercy .Yes, they are working and have been since the worst of the storm allowed",6,2,9/16/2017,https://twitter.com/anespressopls/status/909028558529552384
@KeysEnergy is working hard to get power back. That means we can have #CheeseBurgersinParadise again real soon #keysrecovery @jimmybuffett,6,9,9/20/2017,https://twitter.com/WHFSMonroe/status/910578808432054273
Just want to make sure you all know how much your community appreciates all the hard work #hurricaneirma2017,6,15,9/20/2017,https://twitter.com/LeaMarie2010/status/910392774784163840
. @OUCreliableone was a beacon of hope for many #Orlando residents. Discover why: http:// bit.ly/2hjHVPY,6,0,9/21/2017,https://twitter.com/AppltnCre8ve/status/910981157466120192
Great to see this work out of @DukeEnergy - great value realized from #drone #disasterresponse #Ops http://www. fox35orlando.com/news/local-new s/duke-energy-deploys-drones-in-effort-to-restore-power-after-hurricane-irma …,6,12,9/21/2017,https://twitter.com/seekops/status/910987187444781057
@insideFPL rocked the hurricane recovery! Great job!,6,2,9/22/2017,https://twitter.com/The_Dalton_Gang/status/911336310664777729
Our crews are making their way home! We’re proud to have helped @insideFPL restore power to residents in Florida affected by #HurricaneIrma pic.twitter.com/UTOvPBR66i,6,4,9/22/2017,https://twitter.com/HydroOne/status/911329121636143104
And the power is out again. This too shall pass. Still love ya @NewsfromJEA and great job with the recovery.,6,15,9/22/2017,https://twitter.com/laynemsmith/status/911401149231767552
"#Florida residents without electricity due to #HurricaneIrma , rest assured @InsideFPL is doing all they can to restore your power https:// twitter.com/insidefpl/stat us/907243755425726467 …",6,4,9/11/2017,https://twitter.com/dbhcrimewatch/status/907251446692941824
". @insideFPL : We have 13,500 rescue crews. Some from as far away as California. #Irma",7,3,9/8/2017,https://twitter.com/PaulMerrillWMTW/status/906178377568092161
. @insideFPL : We are more prepared for #Irma than we have been for any storm in the history of this company.,7,3,9/8/2017,https://twitter.com/PaulMerrillWMTW/status/906178177743151104
#Breaking @insideFPL We do everything we can to drill and prepare for these events in place.,7,9,9/8/2017,https://twitter.com/CBS12/status/906182075379789824
. @insideFPL : This is a hurricane unlike we've ever seen. There is no way to hurricane-proof an electric system.,7,2,9/7/2017,https://twitter.com/CBS12/status/905817331351248896
. @insideFPL : Damage from #Irma could be so severe that it requires rebuilding rather than just restoring power. Snapped concrete poles.,7,3,9/8/2017,https://twitter.com/PaulMerrillWMTW/status/906179333034844161
. @insideFPL says SW portion of the state may have to have its electrical system completely rebuilt. #HurricanIrma http:// bit.ly/2vMo8uA pic.twitter.com/uV4iekysQi,7,1,9/9/2017,https://twitter.com/ABC22FOX45/status/906552603571638272
#DukeEnergy Spokesman “The storm broke the back of the @DukeEnergy system.” Asks for patience. Calls #Volusia “hardest hit” @MyNews13 #Irma,7,14,9/12/2017,https://twitter.com/ScottFaisTV/status/907687557672128513
"""Crews will likely have to REBUILD the system due to the intensity of the storm",7,3,9/8/2017,9.06E+017
Annett joins forces to assist @insideFPL ensure a quick recovery after any power outages from #hurricaneIRMA . Pray for the safety of all! pic.twitter.com/EkFENPpvEJ,7,8,9/8/2017,https://twitter.com/AnnettBusLines/status/906238593336610818
@zorinlynx @insideFPL - we will circle back w/ FPL after the storm. City of Ocala's map is a recent one we built: http:// outages.info/?group=Ocala pic.twitter.com/CozlH8N5EL,7,1,9/9/2017,https://twitter.com/DataCapable/status/906575601041068037
"Hi Sharon, more than 120 PG&E crew members are standing by in West Palm Beach ready to safely restore power after the storm hits",7,4,9/9/2017,https://twitter.com/PGE_Andrea/status/906693136021430272
"RT @UnitedWayMiami RT @insideFPL : 18,000+ workers are restoring power - every hour of every day – even as we assess full damage of #Irma htt",7,2,9/11/2017,https://twitter.com/InSouthFlorida/status/907290671588966400
#EPElectric is assisting with power restoration efforts in Florida after #Irma causes severe damage. @insideFPL pic.twitter.com/0M5wa5iIVd,7,4,9/11/2017,https://twitter.com/ElPasoElectric/status/907275291856384001
"+HR+ RT @insideFPL : 18,000+ workers are restoring power - every hour of every day - even as we assess full damage. . .",7,4,9/11/2017,https://twitter.com/celiaescalante/status/907273548795756544
"#UnprecedentedPowerOutages 4.4 million customers affected. Largest restoration in @insideFPL history. ""We have an army restoring power."" pic.twitter.com/lTfR0ZPZa4",7,4,9/11/2017,https://twitter.com/SuzanneBoyd/status/907266948874084353
. @OUCreliableone & @DukeEnergy assessing damage could take up to a week to restore. Not just about restoring power but rebuilding @WFTV pic.twitter.com/TzRZFSXVen,7,4,9/11/2017,https://twitter.com/CPutman_WFTV/status/907304981379809280
. @OUCreliableone & @DukeEnergy assessing damage could take up to a week to restore. Not just about restoring power but rebuilding @WFTV pic.twitter.com/TzRZFSXVen,7,4,9/11/2017,https://twitter.com/CPutman_WFTV/status/907304981379809280
OUC crews are assessing damage and restoring power. Thank you for your continued patience.,7,14,9/12/2017,https://twitter.com/OUCreliableone/status/907600119998099457
"@insideFPL has a force of 1200 from out of town in #Brevard helping in #Irma aftermath, crews plan to finish by the end of the wknd #WFTV pic.twitter.com/EJKppdScck",7,8,9/14/2017,https://twitter.com/JReyesWFTV/status/908452393678974976
Welcoming the crews from New York State helping our residents w/ Power @insideFPL #HurricaneIrmaRecovery #District103 pic.twitter.com/DA3cladtKn,7,8,9/14/2017,https://twitter.com/RepMannyDiazJr/status/908451630798041089
"DP&L crews on the job today in St Petersburg, working safely w/ @DukeEnergy to restore customers impacted by #Irma ! #weareallinthistogether pic.twitter.com/0fF1guQBLV",7,8,9/14/2017,https://twitter.com/DPLToday/status/908349264782413825
The extent of damage in your neighborhood was worse than expected and we are bringing in additional crews to help.,7,9,9/14/2017,https://twitter.com/OUCreliableone/status/908310853472092161
Hi Josh! Our workers assessed that the poles at the strip club sustained heavy damages and needed repairing! We hope you understand! Thanks!,7,0,9/15/2017,https://twitter.com/Puke_Energy/status/908543952575373312
"We had a lot of damage in certain pockets of Pinellas that are taking longer to restore than expected. About 21,000 cust out currently",7,0,9/16/2017,https://twitter.com/DE_JeffB/status/909063972661407745
