Tweet,Manual Coding,Date,Permalink,,,
"No shit, Sherlock. CEO James Robo needs to get fired or resign. #irma was nothing. Is he going to hang around until a real Cat 5 disaster?",3,09/16/2017,https://twitter.com/eleebeck/status/909107402250817543,,,
No downed lines no limbs on lines no flooding. Power surrounding 100 families in all directions. Just need a truck to actually show up...,2,09/16/2017,https://twitter.com/WeldermanMike35/status/909106960582266880,,,
24/7 ? Stop lying! Your customers are suffering because your inability to respond to a natural disaster effectively,2,09/16/2017,https://twitter.com/reeda15/status/909100826215329792,,,
I know! But I lost power before the hurricane! It's incredible,2,09/16/2017,https://twitter.com/Maria_Barahona/status/909099582352740352,,,
I hope the rest of the affected people can get theirs back as soon as possible.,5,09/16/2017,https://twitter.com/TechRevoluti0n/status/909096873482473472,,,
praying  does some magic and brings my #power back tonight!!! seriously can't take it any longer,2,09/16/2017,https://twitter.com/j0j04LYF/status/909096414961168384,,,
And may have to turn off to continue work elsewhere. Have been out for up to 2 weeks during ice storms. Slow process,2,09/16/2017,https://twitter.com/MidMORoyalsFan/status/909092928257015808,,,
" , imagine the damage if we actually had hurricane sustained wind.  should be investigated and embarrassed ",2,09/16/2017,https://twitter.com/therealerikcrep/status/909088769348947970,,,
.  promised Sunday. Last night updated to Tuesday. How does  feel about FPL abusing City of Miami residents? #Day7,2,09/16/2017,https://twitter.com/apricoco/status/909088089884282881,,,
there's no legitimate reason why brantley pines in fort myers does not have power yet. we've barely had any damage!,2,09/16/2017,https://twitter.com/shiningrandomly/status/909085785059717120,,,
#day6withoutpower  #hurricaneirma,2,09/16/2017,https://twitter.com/bettyalonso_/status/909085561100685312,,,
My ppl are suffering elderly and kids dehydrated devastated hospitalized asthma attacks sickness,2,09/16/2017,https://twitter.com/Evacsax/status/909081512372588548,,,
It is  They are the PR/CS/BullShlt firm that FPL hired to do their branding for this disaster,2,09/16/2017,https://twitter.com/kjlamborn/status/909078714222350336,,,
So a category 1 hurricane knocked all of South Florida's power out  A very resilient system.  twitter.com/JohnMoralesNBC 6/status/909073028251873282 …,1,09/16/2017,https://twitter.com/earlmanwich/status/909073691144867840,,,
Same there hasn't been one! We also lost power on sept 11 at 8 am. The complex next to us and the nursing home next to us has power.,2,09/16/2017,https://twitter.com/palepixie09/status/909073229934981122,,,
"This delusional statement ranks right up there with ""heck of a job, Brownie"".Why are outages for tropical storm worse than Cat 2 Wilma in 05",1,09/16/2017,https://twitter.com/MaxMiami/status/909072574843367425,,,
Hey  there was dude trying to fix our power the day before the hurricane and the past 5 days no one has showed up... any help?,2,09/16/2017,https://twitter.com/AustinVandyy/status/909072162258128896,,,
Thank you for the tireless work that you're doing for an ENTIRE state. Many people fail to see that it was the whole state affected.,6,09/16/2017,https://twitter.com/LoreLama/status/909071292283936768,,,
7 days no power 92 degrees 25 people affected WHERE ARE YOU? electric wire on ground where kids walk to school . No more tragedy,2,09/16/2017,https://twitter.com/ItsMiaDiaz/status/909071202123223040,,,
I know all you  linemen are working hard AF but #irmaaftermath #nopower #displaced,6,09/16/2017,https://twitter.com/FatBoyJiuJitsu/status/909070330647531520,,,
33055 but rewind. Im part of the  emergency​ response team from the hurricane. Working crazy hours to help ppl get back power.,4,09/16/2017,https://twitter.com/CandidCorner/status/909070134890958848,,,
"If  doesn't totally botch power restoration, did a storm even hit?  miaminewtimes.com/news/city-of-c oral-gables-threatens-to-sue-fpl-over-hurricane-irma-power-outages-9674026 …",1,09/16/2017,https://twitter.com/AlfredSpellman/status/909068657908752384,,,
.  doing a great job Ppl need to be patient considering the damage.  twitter.com/wsvn/status/90 8884923620233216 …,6,09/16/2017,https://twitter.com/ThatsVicki/status/909066799811088389,,,
How about put my power back on so I can get back to normal life instead of sending me to a shelter when the storm is long gone,2,09/16/2017,https://twitter.com/Nuna82/status/909064988639326215,,,
miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,0,09/16/2017,https://twitter.com/LJSECU/status/909064427084877824,,,
"As expected, Deadline of Sunday was a lie. Now you pushed deadline to Tuesday on your website. FPL is disorganized. A Monopoly at its best",2,09/16/2017,https://twitter.com/JoeGarcia23/status/909063870257537024,,,
Lack of power to lift stations causing sewage in residential streets. Want a worse disaster on your hands due to poor  response?,2,09/16/2017,https://twitter.com/smallbiztrends/status/909063677348892673,,,
Called  emergency #for healthcare centers 36hrs prior & called  50 times.  twitter.com/thehill/status /909061579391545344 …,8,09/16/2017,https://twitter.com/truthteller8889/status/909063259814326272,,,
"Normandy Isle is in the dark! If you don't care about its residents, at least light 71st to prevent accidents on already dangerous street.",2,09/16/2017,https://twitter.com/Bill02647332/status/909063202364850177,,,
I hope things get better. Wish FPL would put all lines underground & other measures to counter power loss from storms.,1,09/16/2017,https://twitter.com/arboretumlvr/status/909061225828495360,,,
"If u would clean the pole before,maybe it would have a chance of standing. No instead lots of damage.7days with no electricity n still going ",2,09/16/2017,https://twitter.com/roddge/status/909059946465173504,,,
Big Major shout out to  and  for the hard work they doing during this recovery. You the real MVP. #HurricaneIrma,6,09/16/2017,https://twitter.com/TruXodus/status/909056914612473858,,,
What a goddamn joke  is. Miami Dade only got tropical storm winds and I'm still without power after more than a week after Irma!!  twitter.com/mwrightreports /status/908989486272573440 …,1,09/16/2017,https://twitter.com/Iki1690/status/909056824757940224,,,
"Safely under ice cold ac and sending one truck out every hour. Idgaf about your safety. U charge me a shit ton, NOW GO GET ME POWER",2,09/16/2017,https://twitter.com/Julius77439076/status/909055665074790400,,,
Lies!!! You will get sued after this. I've been without power for a week. I lost power BEFORE the hurricane,2,09/16/2017,https://twitter.com/vicpad32/status/909055496480526337,,,
#Brickell had storm surge but their lights are on. We did have a tree come down. #wherearethelights it's an #inferno out here,2,09/16/2017,https://twitter.com/realjturtle03/status/909050902362951680,,,
Congrats  - I now have elderly patients clinically dehydrated bc their nursing home has no AC or power.,2,09/16/2017,https://twitter.com/BromoSouthern/status/909050874160386048,,,
restore services to 2.7m #consumers affected by #Irma #Florida  bit.ly/2vYB6FQ,8,09/16/2017,https://twitter.com/Metering/status/909046754418593792,,,
I do get that hurricanes don't happen all the time which makes it necessary sometimes to get more trucks/manpower in,1,09/16/2017,https://twitter.com/RogueGauthier/status/909045184180244480,,,
Why does CEO Eric Silargy have buried power lines in Palm Beach Gardens & his total compensation for 2016 was $4M?,3,09/16/2017,https://twitter.com/MSarelson/status/909043431418290176,,,
Laurel dr Weston Fl 33326 . More than 20 families with no power since hurricane irma  #FPLOutage #fpldown,8,09/16/2017,https://twitter.com/mariostudiofl/status/909043419200311297,,,
U should not attack hard working ppl. They R human & may very well be without power 2. Priorities r hospitals medical facilities schools...,6,09/16/2017,https://twitter.com/CelesteExDem/status/909040697646485505,,,
This seems like a CNN story. This rebuilding takes time. Do you build a defense case in minutes or days? If they screw up..lawyers sue.,6,09/16/2017,https://twitter.com/pipesllc/status/909038797731631106,,,
this emergency was reported 6 days ago on 77 terr14 place. i guess it only counts depending on your area,2,09/16/2017,https://twitter.com/tooeasy2829/status/909034025276334081,,,
this emergency was reported 6 days ago on 77 terr14 place. i guess it only counts depending on your area,2,09/16/2017,https://twitter.com/tooeasy2829/status/909033916316733441,,,
a joke heard that residents there might sue  because there's no power.Be patient like everyone was through the county,6,09/16/2017,https://twitter.com/bkcivic04/status/909033722267226112,,,
this emergency was reported 6 days ago on 77 terr14 place. i guess it only counts depending on your area,2,09/16/2017,https://twitter.com/tooeasy2829/status/909033497322541058,,,
"Fpl is quick to take money out of my account, but they love taking their sweet time to get it restored after a hurricane ",3,09/16/2017,https://twitter.com/daily_inspo/status/909031443975823360,,,
"Comment was based on the constant ""exaggeration."" I've been through hurricanes. People don't need the constant self-aggrandizing hyperbole",6,09/16/2017,https://twitter.com/john_yazek/status/909031321162436609,,,
"Have some empathy! A lot of these workers lost homes or had severe damage too,stop looking at your navel!!",6,09/16/2017,https://twitter.com/LAwomaniac/status/909029881450782720,,,
"Sorry, AJ , but I went through a F5 tornado that tore our community up. It took weeks for power to be restored. And Yaz that was under O",5,09/16/2017,https://twitter.com/CindyMunz/status/909029856792498176,,,
That sucks. Good luck getting power on. Don't know why lines not buried statewide.,1,09/16/2017,https://twitter.com/Roman_Dmowski99/status/909029831698010112,,,
FYI...what they do is dangerous work & they need breaks & rest to avoid injuries. A lot can't be done at night - even with floodlights.,6,09/16/2017,https://twitter.com/braines57/status/909029751897063424,,,
"Please, have mercy .Yes, they are working and have been since the worst of the storm allowed",6,09/16/2017,https://twitter.com/anespressopls/status/909028558529552384,,,
Will will be getting a discount rate for interrupted service in an area not even affected by the actual hurricane?,1,09/16/2017,https://twitter.com/Mo_Cook1117/status/909027091026497538,,,
Spotted in Palm City this morning. Thanks to all my  friends who sent crews to Florida.  #hurricaneirma,6,09/16/2017,https://twitter.com/CrystalXStiles/status/909026258356523008,,,
being displaced because of power is an inconvenience. Better than not having a home and we are grateful.,5,09/16/2017,https://twitter.com/RogueGauthier/status/909025584478552064,,,
"133 hours - still no power. #fplsucks #FPLOutage  would be nice to see something besides ""we're assessing the damage"" by now",2,09/16/2017,https://twitter.com/voltronmylari/status/909024334072737792,,,
We still have a tree on a power line from the emergency I called in. Is anyone coming to check? #HurricaneIrmaAftermath,2,09/16/2017,https://twitter.com/KurtBell28/status/909020522746466308,,,
"The more damage the more repairs, a few transformers in another town are easier to fix then a row of poles laying down.",2,09/16/2017,https://twitter.com/Bobbybo74620108/status/909020336947068928,,,
please come fix the fuse you damaged at Blu Atlantic instead of throwing away our tickets please believe we're out of power!!!,2,09/16/2017,https://twitter.com/mariya_feldman/status/909019606622375937,,,
this should have been done waaay before the storm came to avoid the present problem! Did we not learn anything after Andrew?!,1,09/16/2017,https://twitter.com/MillyGB/status/909019218259185664,,,
"6 days with no power, unacceptable! FPL is in for the profit, not for customers. What have you done with the recovery fees  #FPL",2,09/16/2017,https://twitter.com/QuimerasAndinas/status/909018125810782210,,,
now pushing back deadline for power restoration. Don't make promises you can't keep #FPL,2,09/16/2017,https://twitter.com/MiamiGlitterGrl/status/909017775003316225,,,
" was probably looking for another photo op to make himself look good. Meanwhile, people died. Another sad, hypocritcal 'leader'",3,09/16/2017,https://twitter.com/artnbarb/status/909014777266974720,,,
"That is absurd. As responsible adults we need to be able to prepare for ourselves. Many times lost food, electronics, property due to storms",1,09/16/2017,https://twitter.com/chelev123/status/909012976711192576,,,
"I don't have any answers, just live in reality of we are in a tropical area that gets big storms and we need to be prepared.",1,09/16/2017,https://twitter.com/chelev123/status/909012671726579713,,,
"We are good. Cleaning up, still have panels to come down this weekend, and need to rebuild our sheds, but we were very lucky",5,09/16/2017,https://twitter.com/chelev123/status/909011924104417280,,,
get hit by a tropical storm and lose power for 7 days and counting i can't imagine how long i would've been w/o power if a category 5 came.,1,09/16/2017,https://twitter.com/AgustinBerlang7/status/909011715806973953,,,
fpl ignored a safety hazard for 7 days that was reported prior to hurricane Irma 205 street nw 24 ave 33056,2,09/16/2017,https://twitter.com/Evacsax/status/909000663849472000,,,
BTW  was not prepared for a Cat 1-2 storm. They are not going to be ready for anything else. Let's end this monopoly.,1,09/16/2017,https://twitter.com/JuanG_Arango/status/909000481606905856,,,
" please hurry, this prolonged heat can be deadly for us here in south Dade! You've forgotten us  twitter.com/wplglocal10/st atus/908989136551505920 …",2,09/16/2017,https://twitter.com/StuMcgillicudy/status/908999438693224448,,,
".  says it won't meet its weekend deadline to restore power. Anticipates power back to Broward Co. by Monday & Miami-Dade, Tuesday.",2,09/16/2017,https://twitter.com/MWrightReports/status/908989486272573440,,,
All this for barely a category 1 storm. Imagine a direct hit. We might as well all leave the county for 6 months. #Irma #FPL #unprepared,1,09/16/2017,https://twitter.com/ohap33/status/908976562841800704,,,
"Completely ridiculous. They were not ready for this storm, no real upgrades to infraestructure, lobbying is where the $ goes. Shameful #Irma",1,09/16/2017,https://twitter.com/ohap33/status/908975149688422400,,,
"Yes, lol. Exactly! EVERY TIME there's a hurricane! Lol.",1,09/16/2017,https://twitter.com/tm_sweetT/status/908970403187580928,,,
Coral cables threatened fpl to sue. I hope they follow with that law suit. Fpl was not prepared for this storm,3,09/16/2017,https://twitter.com/salmi_ismael/status/908929972294864902,,,
"As residents of Florida, we need to do everything/anything to dismantle  's monopoly and exposed them to competition.",3,09/16/2017,https://twitter.com/antonenut/status/908925626618384384,,,
I agree. I went 17 days without electricity after hurricane wilma. People were bitching about no power the next day. Plan ahead.,2,09/16/2017,https://twitter.com/iluvrsmith/status/908924828769558528,,,
I'm in law enforcement and didn't get power until tonight. I've seen tons of power trucks all over trying to restore power. Kudos to them.,6,09/16/2017,https://twitter.com/iluvrsmith/status/908924582463250434,,,
And I have live cables in my yard and no sight of  all this time. I thought that was considered an emergency. But oh well.,2,09/16/2017,https://twitter.com/xxsabribrixx/status/908919664142618624,,,
In 10 years no improvements to infrastructure and no better recovery times. Where did the money go? 'Nuff said. Corruption? Thieves? Yes sir,1,09/16/2017,https://twitter.com/LJSECU/status/908916802478051328,,,
"Interesting that pre-storm they estimated weeks. In 6 days millions restored and none of you applaud & acknowledge that, just complain.",6,09/16/2017,https://twitter.com/MauriceCooley/status/908916623863623680,,,
I'm in! Where do I sign up? We only had tropical storm 4ce winds in North FL & no real damage2 lines. Haven't seen 1service truck.,2,09/16/2017,https://twitter.com/K1er/status/908915174136049669,,,
"""FPL continues to be committed to restoring power to all village residents by Sunday"". I guess we are all liars and no ineptitude from FPL",2,09/16/2017,https://twitter.com/LJSECU/status/908914487327170560,,,
"Since Saturday no one has come to Madeira Ave, Coral Gables. One week to recover the service? really?",4,09/16/2017,https://twitter.com/juanfariall/status/908914374810718209,,,
FPL already postponing from Sunday to Monday the “recovery” while over 250 FPL employees sleeping in comfy  in Aventura FL,2,09/16/2017,https://twitter.com/HouzConsulting/status/908913817022877696,,,
"I am in Madeira ave, Coral Gables, and I have no electricity since Saturday. The storm can no longer be an excuse.",2,09/16/2017,https://twitter.com/juanfariall/status/908913500931706881,,,
" Crew that was out here didn't even go inside my yard to see downed line. FPl recording said downed line treated as ""emergency""!",2,09/16/2017,https://twitter.com/LuckyChinchilla/status/908911753781764096,,,
"#UPDATE :  : Miami-Dade power will be restored by Tuesday, Broward by Monday. #Irma #operationstormwatch ",8,09/16/2017,https://twitter.com/NatyonAMFM/status/908911554904690688,,,
You came up with a deadline you had NO intention of keeping!!! Power was suposed to be back at 11:35pm. Now you're saying Sun?,2,09/16/2017,https://twitter.com/LuckyChinchilla/status/908910773958791168,,,
They are full of it! In crisis management you do the.small stuff 1rst & bring as many ppl online as possible & snowball into big rebuilds.,3,09/16/2017,https://twitter.com/K1er/status/908910194159169536,,,
"Haven't seen 1 service truck to fix the simple fuses hanging down. Noajor damage, only tropical storm 4ce winds. Y no power4 6 days now?",2,09/16/2017,https://twitter.com/K1er/status/908909275501797376,,,
I live in the 32145 zip & I drove around extensively inspected & no major damage to lines/poles! Y is no1 workg here? #epicfail,2,09/16/2017,https://twitter.com/K1er/status/908908832579080193,,,
You are joking right? Nothing has changed since Wilma. Where did all the $ for improvements an quick recoveries go? Ineptitude at its best,1,09/16/2017,https://twitter.com/LJSECU/status/908908577397575680,,,
"Where did the $ for a ""timely"" recovery after a storm go? Your ineptitude is just amazing. You need to leave Fl and let a pro serve us #fail",1,09/16/2017,https://twitter.com/LJSECU/status/908907336932233216,,,
"You are clueless. I suppose you could do a better job at restoring millions post hurricane yeah? Expect weeks, its been days.",2,09/16/2017,https://twitter.com/MauriceCooley/status/908905083836026880,,,
"Personal attacks when your point is blown up, I think that is called ad hominem",0,09/16/2017,https://twitter.com/kjlamborn/status/908904852561985538,,,
"Interesting they can pay idiots like you to give them an ego boost, but can't fix an undamaged power line",1,09/16/2017,https://twitter.com/TDChangeling/status/908904732881821701,,,
There are many dynamics to restoring millions post hurricane. Time lines change. Again the told us weeks initially.,2,09/16/2017,https://twitter.com/MauriceCooley/status/908903866275700738,,,
"providers. This isn't true as the same damage would take place, same massive outages. Now you are talking customer satisfaction and I ask...",1,09/16/2017,https://twitter.com/MauriceCooley/status/908903448153862144,,,
"Yes, my point is if half FPL's area was provided by another company, that company would have mass outages too from the storm.",6,09/15/2017,https://twitter.com/MauriceCooley/status/908901055236313088,,,
extends the deadline to Tuesday! Why aren't you in uproar for your voters,2,09/15/2017,https://twitter.com/Its_LidiBaybayy/status/908900977952083968,,,
Do you think 30% without power is good after a category one storm where you spend all our money to fortify lines is something to praise - FU,1,09/15/2017,https://twitter.com/TvShab/status/908900726180638720,,,
THANK YOU  1st responders understand that repowering our community takes time and safety is #1.,6,09/15/2017,https://twitter.com/MiamiFOP20/status/908899301539155968,,,
Provider options wouldn't have helped due to magnitude of this storm. Can't you see that?,6,09/15/2017,https://twitter.com/MauriceCooley/status/908899264448929793,,,
And having different power provider options wouldn't have mattered in this storm. MANY providers seeing same mass outages across FL.,6,09/15/2017,https://twitter.com/MauriceCooley/status/908897583845830656,,,
Day 6 & no crews in site. Downed power lines in yard causing serious safety hazard. Hard to believe  is so unprepared! #FPLOutage  twitter.com/insidefpl/stat us/908718938787328010 …,2,09/15/2017,https://twitter.com/ellenwidom/status/908896851457388544,,,
extends the power deadline to Tuesday! Why aren't public officials in uproar and doing something! unacceptable! #AfterIrma,2,09/15/2017,https://twitter.com/Its_LidiBaybayy/status/908896574557818880,,,
Not sure about that but 98 degrees & mosquitoes is absolutely miserable...some parts had a boil-water alert!Couple all that with destruction,2,09/15/2017,https://twitter.com/MLH915/status/908896115419906050,,,
I haven't seen a truck in my area all week. The trees are all still down.. The hurricane passed five days ago and they HAVEN'T EVEN STARTED,2,09/15/2017,https://twitter.com/MSL82200/status/908895689903628288,,,
Both to the left & right of us have power. We are going on day 7 - new ticket still says 101 affected... yet lots of have it already.,2,09/15/2017,https://twitter.com/alvaradodav/status/908895465944621056,,,
They just said on the news the deadline was moved! I got power tonight after 7 days!,2,09/15/2017,https://twitter.com/FMartinez1216/status/908893247631646720,,,
Their electrical grid is outdated and convoluted hence the reason why tropical storm winds were able to knock out 90% of customers power,1,09/15/2017,https://twitter.com/dfreckleton/status/908892886854504449,,,
just curious to know if you have historical data regarding when neighborhoods have been brought back on line after hurricanes?,1,09/15/2017,https://twitter.com/BrianAdams66/status/908892224439619584,,,
"Lmaoooo  just posted a map, I'm not getting power back until Monday I'm dead.",2,09/15/2017,https://twitter.com/MarlinsTalk/status/908888839359516672,,,
In SE FL the power infrastructure can't even handle tropical storm sustained winds.,1,09/15/2017,https://twitter.com/Alesolorzanoval/status/908888303751049216,,,
Major props to your crew & contractors out there busting their hump. Response to Irma compared to other storms is amazing,6,09/15/2017,https://twitter.com/FloridaBaked/status/908887474809819136,,,
i don't see you guys telling people waiting for light to come on you changed the deadline. It was moved to Tuesday,2,09/15/2017,https://twitter.com/Carellie25/status/908887344039780352,,,
"#FuckFPL had power during and after the hurricane. They blew the transformer ""trying"" to fix it and now I'm without power!!!",2,09/15/2017,https://twitter.com/french_flower_/status/908887231733092358,,,
where did all the $ to recover go? Corruption at its best. We need to file a class action suit. Bring  to S Fl now,3,09/15/2017,https://twitter.com/LJSECU/status/908886772104466433,,,
They have a self imposed deadline of this weekend for all the east coast. They said they were confident.,8,09/15/2017,https://twitter.com/ZamoraO/status/908886609726238720,,,
Fair enough but we're literally having people die in nursing homes with the homes having called the emergency numbers and being ignored.,2,09/15/2017,https://twitter.com/gtoledo3/status/908885507526074368,,,
So let me get this straight you guys have moved the deadline tul Sept 19? What happened to the 17,2,09/15/2017,https://twitter.com/Carellie25/status/908885233524772865,,,
You have done business in this state for years we get hurricanes if you know this fix the system you don't want to spend the money,1,09/15/2017,https://twitter.com/abbiraye/status/908885163865788416,,,
"Hanging line over street. Power restored 9/11 then cut off 9/12. Deadline of 9/17 now pushed to 9/19. Line still not handled, safety first",8,09/15/2017,https://twitter.com/NikiRene85/status/908884922231861248,,,
"It really pains me that human indecency, not a hurricane, left us w/o power for an entire week.  only gives us false promises",2,09/15/2017,https://twitter.com/guez_megalonyx/status/908884529376579586,,,
You still have hurricane surcharges from hurricanes years ago we live in Florida it has hurricanes bury the lines get with th program,3,09/15/2017,https://twitter.com/abbiraye/status/908883774846402564,,,
"Over 21,000 workers brought in to restore, many prior to Irma making landfall. Plus warnings of weeks without power. 6 days have gone by...",2,09/15/2017,https://twitter.com/MauriceCooley/status/908883711982260224,,,
Highlands County is in bad shape they need our help!       abcactionnews.com/news/highlands -county-residents-facing-desperate-situation-after-irma …,4,09/15/2017,https://twitter.com/LWVMiamiDade/status/908883219524804608,,,
any investigation on  yet? Going on 7 days without power. Wife is pregnant. #LifewithFPL,2,09/15/2017,https://twitter.com/io_podcast/status/908881200563015681,,,
Both of you have power? Comparing a disaster response from 25 years ago is relevant now because?,1,09/15/2017,https://twitter.com/kjlamborn/status/908877100509204480,,,
Florida residents should sue FPL for that extra charge since 2005 ! They claim it was to be better prepared . We weren't even hit hard !,1,09/15/2017,https://twitter.com/CubanMofo2/status/908875767471149057,,,
Did  pay you to say this? I'm sure they don't want the deaths of 8 people haunting them.,2,09/15/2017,https://twitter.com/luna_fitch/status/908875363958304768,,,
Seek Shelter!  floridadisaster.org/index.asp,0,09/15/2017,https://twitter.com/bluffpet/status/908874101565075456,,,
Seek Shelter!  floridadisaster.org/index.asp,0,09/15/2017,https://twitter.com/bluffpet/status/908873724484603904,,,
FPL is the worst. Imagine if a strong hurricane would have hit us. We would be w no power for a year. Need competition in S Fl.,1,09/15/2017,https://twitter.com/LJSECU/status/908872858134302727,,,
"Where is my reimbursement for my food? Since it wasn't the natural disaster that spoiled it. It was you, fpl.",1,09/15/2017,https://twitter.com/DollKoehler/status/908868031660609536,,,
honestly I would like to know how is the process to connect power lines back because including this storm we have bad experience,1,09/15/2017,https://twitter.com/WalterGLedesma1/status/908867954892210176,,,
"I lost power 24 hours before the storm. There was no wind, no rain, nothing to cause it to turn off other than human error and negligence.",2,09/15/2017,https://twitter.com/DollKoehler/status/908867827679006721,,,
miaminewtimes.com/news/city-of-c oral-gables-threatens-to-sue-fpl-over-hurricane-irma-power-outages-9674026 …,0,09/15/2017,https://twitter.com/Whiskey_Knightz/status/908867723328999424,,,
A hurricane ripped through FL... be grateful you and your child are here to tell the story!,5,09/15/2017,https://twitter.com/bluffpet/status/908866030650392576,,,
Well if you would have done your job before hurricane season there wouldn't be such dense vegetation and i and others would have power,1,09/15/2017,https://twitter.com/Tigger94945369/status/908865354868445184,,,
"Shut the fuck up, brain dead idiots",0,09/15/2017,https://twitter.com/SupremeOutcasts/status/908865290741657600,,,
miaminewtimes.com/news/city-of-c oral-gables-threatens-to-sue-fpl-over-hurricane-irma-power-outages-9674026 …,0,09/15/2017,https://twitter.com/Whiskey_Knightz/status/908863147762741248,,,
Every block around mine has power but mine. It's been days. Makes no sense when there's no down lines or floods or anything.,2,09/15/2017,https://twitter.com/ZzMaTRiX/status/908863098718756864,,,
#UPDATE :  shares latest details involving 8 deaths at Hollywood nursing home.  cbsloc.al/2foBfMx    twitter.com/CBSMiami/statu s/908813810429038592 …,8,09/15/2017,https://twitter.com/CBSMiami/status/908861643161038848,,,
Amazing day with D265 team giving back to those helping the community recover from Irma.,6,09/15/2017,https://twitter.com/wcork19/status/908861038485000192,,,
Hoping #FPL learns from this. Development of a far better disaster action plan & true status updates,1,09/15/2017,9.09E+17,,,
I think there should be 60 minute video for everyone to see what it takes to restore power after the hurricane!,6,09/15/2017,https://twitter.com/Ramblin_WreckGT/status/908860267588616193,,,
As I sit in my home for the 6th of no power  send me a bill! #hurricaneirma #fail,2,09/15/2017,https://twitter.com/SmartyPantsMama/status/908858133661052931,,,
You are dead wrong about that.,0,09/15/2017,https://twitter.com/SLV0606/status/908858045287030784,,,
Many places in Miami shouldn't have even lost power in the first place I lost it Friday b4 the storm got here. Your equipment is antiquated!,1,09/15/2017,https://twitter.com/PeteyGonzalez/status/908855346629943297,,,
Thank you thank you  and the thousands of linemen working in the heat to help us recover!!! #linemen #IrmaCleanUp #ivegotpower,6,09/15/2017,https://twitter.com/sueyen6/status/908853078182514688,,,
[VIDEO] Drone footage of  crews at work after #Irma .  youtube.com/watch?v=P0a7tg Ce-P0 …,6,09/15/2017,https://twitter.com/Drone_Book/status/908851919719890944,,,
#nopower #stilldark #waiting we are living in the third world. Better than previous hurricane but #slow,2,09/15/2017,https://twitter.com/suarezla/status/908851884848566272,,,
Overhead power lines in an hurricane area.. This is funny..,1,09/15/2017,https://twitter.com/tomber44/status/908850509309775872,,,
Lucky us I guess we will be last too since I only have 51 affected onmy ticket...better play lotto,2,09/15/2017,https://twitter.com/Suzoo305/status/908850138877218822,,,
You are responsible for building overhead power lines in an hurricane area.. This is your fault,1,09/15/2017,https://twitter.com/tomber44/status/908849623774658560,,,
I can bet you the next storm you will have no electricity...drive around neighborhoods throughout the year no st lights,1,09/15/2017,https://twitter.com/EdmandsLancraft/status/908848764533837824,,,
Try working as a Law Enforcement Officer who has to stop the robberies after the storm and come to a dark home day 7,2,09/15/2017,https://twitter.com/EdmandsLancraft/status/908848273993224194,,,
When you’re a monopoly collecting government funds due to a hurricane you can say whatever you want. In reality you lie. #hopeyoufeelbetter,3,09/15/2017,https://twitter.com/_imakeitgood/status/908848201201078272,,,
We live in a 1st world country with 3rd world infrastructure. Sad state of affairs that there is no storm proofing. This will occur again.,1,09/15/2017,https://twitter.com/jaminyah/status/908848100114075649,,,
at this point the devastation has been caused by this fraudulent service and not hurricane #Irma,3,09/15/2017,https://twitter.com/TLKC29/status/908847607186907137,,,
Thank you! Your tireless efforts on FL residents behalf has been amazing! Response time cut in half vs previous/smaller storms!,6,09/15/2017,https://twitter.com/debbietuggleFL/status/908847575842922496,,,
SF is an area where hurricanes are prone to hit why not have underground electricity like most homes,1,09/15/2017,https://twitter.com/EdmandsLancraft/status/908846852912615424,,,
Part of the 'less than 30%' in MIA. Only 32 customers affected on my trunk. I imagine we will be last since it appears to be a numbers game.,2,09/15/2017,https://twitter.com/andrewpbennett/status/908846332617609216,,,
" yooo dead ahh my guy , you gon have to pull up with some power , I'm sweating as soon as I get out the shower",2,09/15/2017,https://twitter.com/LilFloFrmDaDale/status/908845894925250561,,,
I've been through enough hurricanes to know that you need to use all your refrigerated foods before a storm hits. Also powered fans are,5,09/15/2017,https://twitter.com/coastal_weekend/status/908844261550034944,,,
"2 crews later and still no light! My storm ticket has been ""in progress"" for over 24 hrs!",2,09/15/2017,https://twitter.com/Its_LidiBaybayy/status/908842964671188992,,,
"I know this from being married to an EMT/ER Tech (& her father, a 30-year LCSO veteran) who have both been on-duty since the storm arrived.",5,09/15/2017,https://twitter.com/bradthebishop/status/908841945082073088,,,
has changed our storm ticket 3 times and has pushed us back to the very last minute when the entire streets around me have light,2,09/15/2017,https://twitter.com/smileylover3000/status/908841089842470912,,,
"Stop fighting solar! We could be ok if we had solar panels! Day 6 NO POWER, no damage, no flooding! 33919",1,09/15/2017,https://twitter.com/careerfed/status/908835586559049734,,,
How about you stop fighting solar & become a non profit. My bills doubled & im sitting in the dark for 6 days. No damage either 33919,2,09/15/2017,https://twitter.com/careerfed/status/908834397297750016,,,
Why can't they rent a big generator in the meantime? I just saw a condo on Coral way do it for there residents.,2,09/15/2017,https://twitter.com/Littlehavanarep/status/908833142907301888,,,
Is it only me who believe  needs to answer some questions?    we need some answers. #hurricaneirma,1,09/15/2017,https://twitter.com/io_podcast/status/908831949858406401,,,
PLEASE there are elderly residents at 3130 S.W. 27 ave Miami 33133. All power is restored surrounding the building but not this,4,09/15/2017,https://twitter.com/CatHerzog/status/908828938402762752,,,
BS! I drove arnd & no significnt damage othr thn hanging fuses! No way2 communic8 w/ custservice! MayB b/c a poor & minority area? #tcot,2,09/15/2017,https://twitter.com/K1er/status/908824943701393408,,,
