content,Code #,category,ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Subcode,,unk,directed,hashtag,geocode,source,,,
Reports of damage crop up across Central Florida in wake of Hurricane Irma http:// dlvr.it/PmFvn2 pic.twitter.com/l7x6jF7MJd,,4,,0.4200838589,44016,news6wkmg,,9/11/17,9/11/2017 0:00,9:45:00 AM,5,5,,,,,,,9.07E+017,https://twitter.com/news6wkmg/status/907238617663266817,,,
Treat as 4-way stop: Traffic lights without power causing accidents across Suncoast http://www. mysuncoast.com/news/traffic-l ights-without-power-causing-accidents-across-suncoast/article_338d7422-9895-11e7-9212-abd82edea8de.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share â€¦ via @mysuncoast,,4,,0.0693534696,2746,5455km629,,9/13/17,9/13/2017 0:00,12:14:00 PM,0,0,,,,,@mysuncoast,,9.08E+017,https://twitter.com/5455km629/status/908001056847626240,,,
@WPLGLocal10 Remind people Traffic lights without power are a 4-WAY STOP!! Ignorance is no excuse! Be civil and polite@,,4,,0.7814840438,40518,MikeSuch01,,9/11/17,9/11/2017 0:00,11:19:00 PM,0,0,,,,,@WPLGLocal10 @,,9.07E+017,https://twitter.com/MikeSuch01/status/907443640318005248,,,
Boynton Beach family with medical needs waiting 8 days for power http:// bit.ly/2ymtLkO pic.twitter.com/oPkjvNwR2i,,4,,0.695540867,64547,WPTV,,9/18/17,9/18/2017 0:00,10:01:00 PM,3,0,,,,,,,9.1E+017,https://twitter.com/WPTV/status/909960668920545280,,,
#UPDATE : Miami International Airport will remain closed today. @CBS12 https:// twitter.com/iflymia/status /907070138180141056 â€¦,,4,,0.8159828658,51057,samkerrigantv,,9/11/17,9/11/2017 0:00,4:15:00 AM,4,1,,,,,@CBS12,#UPDATE,9.07E+017,https://twitter.com/samkerrigantv/status/907155577343705088,,,
A Flood Alert is in effect for Palm Beach County. Track rain on @CBS12 radar http:// cbs12.com/weather/radar pic.twitter.com/bydtkK7qWo,,4,,0.6873896998,61340,WeatherProf,,9/8/17,9/8/2017 0:00,9:14:00 PM,2,5,,,,,@CBS12,,9.06E+017,https://twitter.com/WeatherProf/status/906325018736545792,,,
#BREAKING 5 people now confirmed dead at Hollywood nursing home that lost power http:// bit.ly/2xkMNdx?utm_me dium=social&utm_source=twitter_WPLGLocal10 â€¦ pic.twitter.com/UTtWXt8PNd,,4,,0.1213068326,62646,WPLGLocal10,,9/13/17,9/13/2017 0:00,9:22:00 AM,108,36,,,,,,#BREAKING,9.08E+017,https://twitter.com/WPLGLocal10/status/907957690604953600,,,
"As a 9th nursing home resident dies, @NewsGuyGreg digs into the documents of the investigation. http:// bit.ly/2yoxfDq pic.twitter.com/xLb69U5jKE",,4,,0.1365696197,11523,CBS12,,9/19/17,9/19/2017 0:00,11:37:00 PM,0,2,,,,,@NewsGuyGreg,,9.1E+017,https://twitter.com/CBS12/status/910347260881457153,,,
Orange Co EOC will go to level 1 activation Saturday morning at 7a @news6wkmg #hurricaneirma,,4,,0.0566140882,20444,ErikSandoval,,9/8/17,9/8/2017 0:00,5:01:00 PM,2,0,,,,,@news6wkmg,#hurricaneirma,9.06E+017,https://twitter.com/ErikSandoval/status/906261142154203136,,,
Hardest stage of power restoration underway by FPL - more details @CBS12 at 5. http:// bit.ly/2xBTeK9,,4,,0.1895838407,30902,JohnDiscepolo,,9/14/17,9/14/2017 0:00,2:23:00 PM,0,3,,,,,@CBS12,,9.08E+017,https://twitter.com/JohnDiscepolo/status/908395741709787138,,,
St. Mary's: carbon monoxide poisoning on the rise after Irma http:// bit.ly/2f1qHST pic.twitter.com/iqzyEHvxuz,,4,,0.8274846321,64644,WPTV,,9/15/17,9/15/2017 0:00,7:07:00 PM,1,2,,,,,,,9.09E+017,https://twitter.com/WPTV/status/908829753716731907,,,
16-year-old pro surfer dies riding Hurricane Irma's waves http://www. fox10tv.com/story/36320587 /16-year-old-pro-surfer-dies-riding-hurricane-irmas-waves â€¦,,4,,0.7527759607,22382,FOX10News,,9/8/17,9/8/2017 0:00,11:52:00 AM,0,1,,,,,,,9.06E+017,https://twitter.com/FOX10News/status/906183353799512064,,,
@BCSPanthers closed Tuesday if power is out. @BN9 @bradentonherald @SNNTV @mysuncoast #hurricaneirma,,4,,0.2722110135,7541,BCSPanthers,,9/9/17,9/9/2017 0:00,12:49:00 PM,0,2,,,,,@BCSPanthers @BN9 @bradentonherald @SNNTV @mysuncoast,#hurricaneirma,9.07E+017,https://twitter.com/BCSPanthers/status/906560238442237955,,,
"I live on the line of Brandon, Valrico & Bloomingdale. Yes all three. And the piles are so high you can't see around some corners. .",,4,,0.9107713249,98,_djg414,,9/25/17,9/25/2017 0:00,5:53:00 PM,1,0,,,,,,,9.12E+017,https://twitter.com/_djg414/status/912434908622131200,,,
#Breaking @insideFPL We canâ€™t run a #powerplant that has been impacted with that kind of structural damage until it has been fixed.,,4,,0.0878446057,12576,CBS12,,9/8/17,9/8/2017 0:00,11:52:00 AM,2,1,,,,,@insideFPL,#Breaking #powerplant,9.06E+017,https://twitter.com/CBS12/status/906183395348275204,,,
Foul gasoline complaints increase statewide following Hurricane Irma http:// on.wtsp.com/2fajZxC pic.twitter.com/wJkIYC6J0h,,4,,0.0903360784,1208,10NewsWTSP,,9/15/17,9/15/2017 0:00,9:05:00 PM,1,1,,,,,,,9.09E+017,https://twitter.com/10NewsWTSP/status/908859258258771969,,,
UF now closed through Tuesday. @WUFTNews https:// twitter.com/uf/status/9065 39215894310913 â€¦,,4,,0.1162917836,25053,gracelking,,9/9/17,9/9/2017 0:00,11:26:00 AM,0,1,,,,,@WUFTNews,,9.07E+017,https://twitter.com/gracelking/status/906539423222915073,,,
"NEW #HURRICANEIRMA update: @glennglazer says Cat 4, 155 mph (2 mph below Cat 5). Possible Cat 4 landfall @WPTV pic.twitter.com/f7Y0CqXsCe",,4,,0.5479077692,6430,AshleighWalters,,9/8/17,9/8/2017 0:00,4:55:00 AM,1,4,,,,,@glennglazer @WPTV,#HURRICANEIRMA,9.06E+017,https://twitter.com/AshleighWalters/status/906078466369605632,,,
. @GarinFlowers is on board with the Coast Guard -- a crew is navigating the water to make sure it's safe for boaters http:// bit.ly/2f3utyF pic.twitter.com/v55YmDuaeO,,4,,0.8844446512,1439,10NewsWTSP,,9/12/17,9/12/2017 0:00,10:22:00 AM,2,4,,,,,@GarinFlowers,,9.08E+017,https://twitter.com/10NewsWTSP/status/907610457904762881,,,
"Nation's littlest post office, located in Collier County, beats Irma http:// bit.ly/2xgse1r pic.twitter.com/Nc8DU62bAe",,4,,0.0567559683,63526,WPTV,,9/18/17,9/18/2017 0:00,9:50:00 AM,19,59,,,,,,,9.1E+017,https://twitter.com/WPTV/status/909776558721830913,,,
Bruh RT @wsvn : South Florida flights canceled due to Hurricane Irma http:// wsvn.com/news/local/sou th-florida-flights-canceled-due-to-hurricane-irma/ â€¦,,4,,0.2872134301,52475,SenorPrepotente,,9/6/17,9/6/2017 0:00,7:06:00 AM,0,0,,,,,@wsvn,,9.05E+017,https://twitter.com/SenorPrepotente/status/905386697529204736,,,
#Breaking @pbcsd will make an announcement at 4:00 regarding school operations and #HurricaneIrma . Stay with @CBS12 for the latest. pic.twitter.com/vGm0oeOPOO,,4,,0.6990150448,40164,MichaelBCBS12,,9/5/17,9/5/2017 0:00,3:28:00 PM,0,0,,,,,@pbcsd @CBS12,#Breaking #HurricaneIrma,9.05E+017,https://twitter.com/MichaelBCBS12/status/905150683745275908,,,
'Our first priority is our residents:' Crews work to get Sabal Chase Apartments back open: http:// bit.ly/2xFUF9C pic.twitter.com/hVNxMV3gO1,,4,,0.8725459968,11258,CBS12,,9/25/17,9/25/2017 0:00,9:30:00 PM,0,0,,,,,,,9.12E+017,https://twitter.com/CBS12/status/912489400159764480,,,
"In response to lawsuits, @insideFPL blames @CityCoralGables lush trees for difficulties with restoring power. @WPLGLocal10 pic.twitter.com/4YVb6AUD4B",,4,,0.2748275511,35277,LianeMorejonTV,,9/19/17,9/19/2017 0:00,12:41:00 PM,0,1,,,,,@insideFPL @CityCoralGables @WPLGLocal10,,9.1E+017,https://twitter.com/LianeMorejonTV/status/910182135201398785,,,
"Contest in @news6wkmg newsroom: who will be the last to get power back? It's down to me, @CandaceNews6 , @clickorlando_dd & @shannmclellan",,4,,0.3669741557,14540,ClayLePard,,9/13/17,9/13/2017 0:00,4:05:00 PM,0,4,,,,,@news6wkmg @CandaceNews6 @clickorlando_dd @shannmclellan,,9.08E+017,https://twitter.com/ClayLePard/status/908058988616482817,,,
Alert: A Tornado Warning has been issued for the Treasure Coast. Live stream on @CBS12 here http:// cbs12.com/live/event pic.twitter.com/c87Gij5bng,,4,,0.6122614991,12373,CBS12,,9/9/17,9/9/2017 0:00,9:35:00 PM,7,9,,,,,@CBS12,,9.07E+017,https://twitter.com/CBS12/status/906692463338934272,,,
Beautiful morning in @Ft_Pierce The #IndianRiverLagoon is a lot calmer then yesterday! @WPTV pic.twitter.com/Xqa5UyzD44,,4,,0.0100017135,47262,PhotogEricP,,9/11/17,9/11/2017 0:00,7:29:00 AM,5,12,,,,,@Ft_Pierce @WPTV,#IndianRiverLagoon,9.07E+017,https://twitter.com/PhotogEricP/status/907204357921406976,,,
Local 10 WEATHER ALERT - Areal Flood Advisory issued for the highlighted areas. More info http:// bit.ly/krCDQ?utm_medi um=social&utm_source=twitter_WPLGLocal10 â€¦ pic.twitter.com/bLJGmSvLa9,,4,,0.7309463525,62217,WPLGLocal10,,9/27/17,9/27/2017 0:00,2:48:00 PM,3,5,,,,,,,9.13E+017,https://twitter.com/WPLGLocal10/status/913113026320113664,,,
Yes but the Hurricane happened on 10th was barely any damage in that area or mine.,,4,,0.2941660804,46123,PalmBeachTrump,,9/13/17,9/13/2017 0:00,10:26:00 AM,0,0,,,,,,,9.08E+017,https://twitter.com/PalmBeachTrump/status/907973826335711232,,,
"We are no longer in Tornado watch, which is great. Still in hurricane winds. Lost the over the air signal of Channel 6 @news6wkmg",,4,,0.0720467684,37888,mariabracho,,9/10/17,9/10/2017 0:00,9:52:00 PM,1,7,,,,,@news6wkmg,,9.07E+017,https://twitter.com/mariabracho/status/907059145425260544,,,
View in east Boca... #hurricaneirma @LoleskyWX @CBS12 @WPTV pic.twitter.com/5zwarNSI3y,,4,,0.627533751,3949,AlexaRoseCarlin,,9/10/17,9/10/2017 0:00,8:19:00 AM,0,2,,,,,@LoleskyWX @CBS12 @WPTV,#hurricaneirma,9.07E+017,https://twitter.com/AlexaRoseCarlin/status/906854599725907968,,,
"We're told they can handle 140 mph at worst. The swinging looks scary, but should be fine.",,4,,0.2501523271,61764,WillManso,,9/9/17,9/9/2017 0:00,3:56:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/WillManso/status/906607207680237568,,,
During our #HurricaneIrma coverage in #WestPalmBeach we came across These struggling chics. Took them to weatherman John Matthews @CBS12 . pic.twitter.com/8VVvYziYKu,,4,,0.7852022696,31122,jonesnews,,9/11/17,9/11/2017 0:00,11:47:00 AM,0,9,,,,,@CBS12,#HurricaneIrma #WestPalmBeach,9.07E+017,https://twitter.com/jonesnews/status/907269293741690880,,,
@wptv Lake Ida in Delray Beach @SteveWeagleWPTV pic.twitter.com/iX6clRb0BJ,,4,,0.2876938896,35821,Liv8Life,,9/10/17,9/10/2017 0:00,3:32:00 PM,0,0,,,,,@wptv @SteveWeagleWPTV,,9.07E+017,https://twitter.com/Liv8Life/status/906963664451899392,,,
@CBSNews @CBS12 pic.twitter.com/zkVn3u1hUW,,4,,0.6537301653,59846,vikki_manzo,,9/10/17,9/10/2017 0:00,2:48:00 PM,0,0,,,,,@CBSNews @CBS12,,9.07E+017,https://twitter.com/vikki_manzo/status/906952532093792259,,,
Video of a large feeder band from #HurricaneIrma rolling through North Hutchinson Island at about 9:35 p.m. http:// bit.ly/2wS0Qou pic.twitter.com/EKRkeo2reZ,,4,,0.1345356233,64891,WPTV,,9/9/17,9/9/2017 0:00,10:57:00 PM,21,15,,,,,,#HurricaneIrma,9.07E+017,https://twitter.com/WPTV/status/906713288754548736,,,
#HurricaneIrma damage from NJ Rd. In #Lkld @jlcookie2 @WFLA @BN9 @10NewsWTSP @BShieldsWFTV pic.twitter.com/VrN9BZkDSu,,4,,0.2926602543,47812,PRLorrie,,9/11/17,9/11/2017 0:00,7:55:00 AM,0,1,,,,,@jlcookie2 @WFLA @BN9 @10NewsWTSP @BShieldsWFTV,#HurricaneIrma #Lkld,9.07E+017,https://twitter.com/PRLorrie/status/907210937563623429,,,
"If Irma stayed it's course, at a Category 5, Hollywood would be underwater",,4,,0.2734766831,52005,ScotianOaks,,9/13/17,9/13/2017 0:00,6:21:00 PM,0,0,,,,,,,9.08E+017,https://twitter.com/ScotianOaks/status/908093255518224386,,,
". @orlandomayor : minor water leaks, small flooding & loss of outside canopy at @MCO . Still assessing facility @news6wkmg #News6",,4,,0.7846908293,4796,AmandaNCastro,,9/11/17,9/11/2017 0:00,12:12:00 PM,3,3,,,,,@orlandomayor @MCO @news6wkmg,#News6,9.07E+017,https://twitter.com/AmandaNCastro/status/907275609839214592,,,
"Latest power outage numbers: Miami-Dade 250,740, Broward 130,990 #Irma",,4,,0.6808080429,62745,WPLGLocal10,,9/10/17,9/10/2017 0:00,6:10:00 AM,53,26,,,,,,#Irma,9.07E+017,https://twitter.com/WPLGLocal10/status/906822099293147136,,,
"Completely uprooted by #Irma . A once-gorgeous banyan fig topples =Dmitri Istomin, via @WPTV pic.twitter.com/gkBrvoFHLR",,4,,0.7306271396,18728,drewesthaus,,9/10/17,9/10/2017 0:00,4:39:00 PM,76,93,,,,,@WPTV,#Irma,9.07E+017,https://twitter.com/drewesthaus/status/906980379676102657,,,
Boynton Beach family has encounter with bears in Tennessee after evacuating from Irma http:// bit.ly/2xzyoL1 @HDavisWPTV pic.twitter.com/Aw6XWb4B0k,,4,,0.6040828471,63194,WPTV,,9/28/17,9/28/2017 0:00,11:00:00 AM,1,1,,,,,@HDavisWPTV,,9.13E+017,https://twitter.com/WPTV/status/913418082554654721,,,
First floor of homes on south 25 street near Bell avenue in Fort Pierce submerged. Road closed @WPTV pic.twitter.com/ccEZlJlm1V,,4,,0.9587904703,37224,M_Quesada,,9/11/17,9/11/2017 0:00,6:36:00 PM,0,0,,,,,@WPTV,,9.07E+017,https://twitter.com/M_Quesada/status/907372239636529152,,,
"We are lucky, the trees #northmiami #HurricaneIrma #MiamiStrong #wsvn7 @wsvn @WLRN pic.twitter.com/cE8BVfbbSU",,4,,0.127613844,21707,flyinabird2989,,9/10/17,9/10/2017 0:00,7:27:00 PM,2,1,,,,,@wsvn @WLRN,#northmiami #HurricaneIrma #MiamiStrong #wsvn7,9.07E+017,https://twitter.com/flyinabird2989/status/907022657497059328,,,
@WPTV This is in South Vero. The road in front of our house. @SteveWeagleWPTV @SurfnWeatherman pic.twitter.com/7WopoqltYo,,4,,0.277485134,51690,SaraMilliman,,9/10/17,9/10/2017 0:00,7:06:00 PM,3,4,,,,,@WPTV @SteveWeagleWPTV @SurfnWeatherman,,9.07E+017,https://twitter.com/SaraMilliman/status/907017382971015168,,,
@insideFPL @WPTV @WPBF25News Power now out in PGA National Palm Beach Gardens.,,4,,0.5665747235,8413,BKnight561,,9/10/17,9/10/2017 0:00,4:07:00 PM,0,0,,,,,@insideFPL @WPTV @WPBF25News,,9.07E+017,https://twitter.com/BKnight561/status/906972398712483840,,,
@wsvn #Irma #EastSheridan pic.twitter.com/pX7XH1r4Vv,,4,,0.7795304995,248,_Nate47,,9/10/17,9/10/2017 0:00,5:07:00 PM,0,0,,,,,@wsvn,#Irma #EastSheridan,9.07E+017,https://twitter.com/_Nate47/status/906987420935184385,,,
Irma getting to Hialeah #hurricaneimra #hialeah @wsvn @nbc6 @WPLGLocal10 pic.twitter.com/4MlViuqmRN,,4,,0.9190553863,45398,ocordovajr,,9/10/17,9/10/2017 0:00,7:56:00 AM,1,0,,,,,@wsvn @nbc6 @WPLGLocal10,#hurricaneimra #hialeah,9.07E+017,https://twitter.com/ocordovajr/status/906848876661002241,,,
@WPTV fragile bananas didn't survive the #HurrcaneIrma 10:30 feeder band In boynton near Bethesda Hospital. Luckily the will grow new ones. pic.twitter.com/1pwsZxbwuP,,4,,0.299979655,23538,FriskyMav,,9/9/17,9/9/2017 0:00,11:11:00 PM,0,0,,,,,@WPTV,#HurrcaneIrma,9.07E+017,https://twitter.com/FriskyMav/status/906716832031264773,,,
Same thing here in pinecrest. We got a bad storm cell coming right now,,4,,0.9232752335,5193,andrew51893,,9/9/17,9/9/2017 0:00,7:40:00 PM,0,1,,,,,,,9.07E+017,https://twitter.com/andrew51893/status/906663732637523970,,,
A confirmed tornado is currently over Lauderdale Lakes moving west at 35 mph #Irma @wsvn pic.twitter.com/YAYjjQmWTF,,4,,0.9241650959,2882,7Weather,,9/9/17,9/9/2017 0:00,6:46:00 PM,312,170,,,,,@wsvn,#Irma,9.07E+017,https://twitter.com/7Weather/status/906650161769836546,,,
Lots of sailboats passing by in the river and now getting ready for the waves to start splashing over the sea-wall.,,4,,0.6889028558,34048,KristenMarthia,,9/10/17,9/10/2017 0:00,2:38:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/KristenMarthia/status/906949952152260608,,,
From Miami Shores to Coral Springs.. Irma's fierce winds brought multiple trees down and onto cars @WPLGLocal10 pic.twitter.com/NL4E8q2cvC,,4,,0.3195154263,20191,EricaRakow,,9/11/17,9/11/2017 0:00,12:10:00 PM,22,22,,,,,@WPLGLocal10,,9.07E+017,https://twitter.com/EricaRakow/status/907275251209392131,,,
In Plantation! pic.twitter.com/40pO6ALYMq,,4,,0.2556158803,45997,paladinsphs,,9/10/17,9/10/2017 0:00,2:10:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/paladinsphs/status/906943077092294656,,,
A Tornado Watch has been issued for these areas. Track storms on the @CBS12 radar http:// cbs12.com/weather/radar pic.twitter.com/0c4hfhobxq,,4,,0.3446702223,30502,jmatthewscbs12,,9/9/17,9/9/2017 0:00,11:46:00 PM,1,1,,,,,@CBS12,,9.07E+017,https://twitter.com/jmatthewscbs12/status/906725592690823168,,,
#HurrcaneIrma causes multiple water main breaks in #PembrokePines @BrowardCounty . Mandatory water boiling order in effect. @CBSMiami @wsvn,,4,,0.3329377674,57267,therealdivebum,,9/11/17,9/11/2017 0:00,3:29:00 PM,0,0,,,,,@BrowardCounty @CBSMiami @wsvn,#HurrcaneIrma #PembrokePines,9.07E+017,https://twitter.com/therealdivebum/status/907325227939622913,,,
. @WPLGLocal10 @willManso was showing video on TV of a construction crane in dntn Miami near the Freedom Tower that folded/collapsed in half,,4,,0.939429982,30706,JoeJohnsonOnAir,,9/10/17,9/10/2017 0:00,10:47:00 AM,0,1,,,,,@WPLGLocal10 @willManso,,9.07E+017,https://twitter.com/JoeJohnsonOnAir/status/906891866838388737,,,
Wow! Front of this boat tore up a concrete dock at @cityftmyers downtown yacht basin. @WPTV @FOX29WFLX cc: @Fox4Now pic.twitter.com/Y3YD18vivc,,4,,0.2967073794,54602,StephanieWPTV,,9/11/17,9/11/2017 0:00,11:18:00 AM,6,6,,,,,@cityftmyers @WPTV @FOX29WFLX @Fox4Now,,9.07E+017,https://twitter.com/StephanieWPTV/status/907262183951802370,,,
#HurrcaneIrma feeder bands cause flooding in Ft. Pierce. Oleander and Virginia @wptv pic.twitter.com/0tX4nNV4KN,,4,,0.8000369635,50442,RSteinWPTV,,9/10/17,9/10/2017 0:00,9:55:00 AM,5,3,,,,,@wptv,#HurrcaneIrma,9.07E+017,https://twitter.com/RSteinWPTV/status/906878853485924352,,,
@WPTV 4th floor at Bethesda Hospital facing East. Tornado Warning just issued. pic.twitter.com/Om4HgrJSG4,,4,,0.3979930599,16658,DaTrevmeista,,9/10/17,9/10/2017 0:00,2:28:00 PM,0,0,,,,,@WPTV,,9.07E+017,https://twitter.com/DaTrevmeista/status/906947618517000193,,,
perspective on wind strength after core moved north. US1 past florida city before it becomes overseas highway. nb lane covered. @wsvn #Irma pic.twitter.com/Gseq2mPUny,,4,,0.528749005,5713,ann_keil,,9/11/17,9/11/2017 0:00,9:08:00 AM,0,3,,,,,@wsvn,#Irma,9.07E+017,https://twitter.com/ann_keil/status/907229465994035200,,,
Yesterday night south Florida didn't have winds.,,4,,0.6143846045,48487,RatovichSaul,,9/9/17,9/9/2017 0:00,10:40:00 AM,0,0,,,,,,,9.07E+017,https://twitter.com/RatovichSaul/status/906527705176387584,,,
Debris from Hurricane Irma @WPLGLocal10 #NorthMiamiBeach #Local10 pic.twitter.com/zmApPfrkno,,4,,0.6452598251,40410,migs305,,9/11/17,9/11/2017 0:00,10:19:00 AM,0,2,,,,,@WPLGLocal10,#NorthMiamiBeach #Local10,9.07E+017,https://twitter.com/migs305/status/907247335381626881,,,
Burger King at Military and Community. Tree uprooted and signs caved in. @WPTV pic.twitter.com/14qjsRmuwO,,4,,0.9895519916,60360,WandaMooreWPTV,,9/10/17,9/10/2017 0:00,1:00:00 PM,3,2,,,,,@WPTV,,9.07E+017,https://twitter.com/WandaMooreWPTV/status/906925243960381440,,,
". @JaxStrong says #LakeOkeechobee is up 1 ft+ since #Irma and could rise 2 ft in next 2 weeks, increasing dike integrity concerns. @CBS12 pic.twitter.com/C1Jtq6S1EA",,4,,0.1428696654,14112,ChuckWeber12,,9/14/17,9/14/2017 0:00,3:06:00 PM,3,2,,,,,@JaxStrong @CBS12,#LakeOkeechobee #Irma,9.08E+017,https://twitter.com/ChuckWeber12/status/908406578776289286,,,
. @10NewsWTSP @WGRZ #seeiton10 These home owners are very lucky. The tree managed to miss most of both houses when it fell here in 17th st. pic.twitter.com/yXm7rQvjDZ,,4,,0.2413689558,7797,ben_read_wgrz,,9/12/17,9/12/2017 0:00,12:23:00 PM,3,2,,,,,@10NewsWTSP @WGRZ,#seeiton10,9.08E+017,https://twitter.com/ben_read_wgrz/status/907640843032506368,,,
The higher you are the stronger the winds. #AskPhil https:// twitter.com/solidflinsnake /status/905196838877257729 â€¦,,4,,0.872787707,66311,wsvn,,9/5/17,9/5/2017 0:00,6:42:00 PM,26,33,,,,,,#AskPhil,9.05E+017,https://twitter.com/wsvn/status/905199560955486209,,,
"Over 8,000 residents are without power, according to the Martin County EOC.",,4,,0.9728148237,12268,CBS12,,9/10/17,9/10/2017 0:00,1:06:00 PM,5,2,,,,,,,9.07E+017,https://twitter.com/CBS12/status/906926812164493317,,,
OMG! Did you see all those white people looting?,16,5,171,0.950592731,60677,WCShearon,,9/11/17,9/11/2017 0:00,7:48:00 AM,0,0,,1,,,,,9.07E+017,https://twitter.com/WCShearon/status/907209304889065472,,,
Why does @WPLGLocal10 keep looping this tired story? Can they cover how young Black ppl are helping with relief efforts? Sheesh! #MediaBias,14,5,299,0.9842175051,15103,cosmicsoul477,,9/12/17,9/12/2017 0:00,1:05:00 PM,0,0,,1,,,@WPLGLocal10,#MediaBias,9.08E+017,https://twitter.com/cosmicsoul477/status/907651402801053696,,,
Before i clicked on this i wondered if it was gonna be black people looting lol #HurrcaneIrma,3,5,815,0.4738224456,67061,Xrayguyman,,9/10/17,9/10/2017 0:00,4:30:00 PM,0,0,,1,,,,#HurrcaneIrma,9.07E+017,https://twitter.com/Xrayguyman/status/906978324785721344,,,
"#Busted @stluciesheriff says We will not tolerate looters."" First looter arrest made today. http:// bit.ly/2jejnIF pic.twitter.com/3UW5AsTz6e""",16,5,60,0.2871660505,12429,CBS12,,9/9/17,9/9/2017 0:00,11:32:00 AM,26,35,,,,,@stluciesheriff,#Busted,9.07E+017,https://twitter.com/CBS12/status/906540941040930816,,,
Video: Burglars use diversion ploy to steal from Tallahassee home. http:// bit.ly/2y8skKj pic.twitter.com/FRPznYOrQC,5,5,223,0.2223581047,11168,CBS12,,9/27/17,9/27/2017 0:00,9:19:00 AM,1,0,,,,,,,9.13E+017,https://twitter.com/CBS12/status/913030428105289729,,,
From channel 7 #Miami . What does looting and stealing sneakers do for hurricane recovery? #Irma . pic.twitter.com/hSOn8WxZq9,5,5,231,0.7412747936,16875,davidwebbshow,,9/11/17,9/11/2017 0:00,7:42:00 AM,0,1,1,,,,,#Miami #Irma,9.07E+017,https://twitter.com/davidwebbshow/status/907207628425658368,,,
"Unbelievable. As Hurricane #Irma strikes Florida & many fled or took cover, some decided to loot stores. (Via @wsvn ) pic.twitter.com/cLgC1PiRKT",3,5,282,0.0685639761,13470,ChenueHer,,9/11/17,9/11/2017 0:00,12:36:00 AM,4,4,,,,,@wsvn,#Irma,9.07E+017,https://twitter.com/ChenueHer/status/907100624961097728,,,
Power company imposters stole $13K worth of jewelry from 95-year-old Boynton Beach woman http:// bit.ly/2w5caAK pic.twitter.com/zOQTNrWoaH,5,5,326,0.6041807762,63715,WPTV,,9/12/17,9/12/2017 0:00,11:48:00 AM,5,5,,,,,,,9.08E+017,https://twitter.com/WPTV/status/907632120109158400,,,
@zeynep @WPLGLocal10 is this isolated or are you seeing reports of it happening all over Southern Florida? #HurricaineIrma #looting https:// twitter.com/julian5news/st atus/906945273636716550 â€¦,3,5,335,0.0484558796,46420,paulburrer,,9/10/17,9/10/2017 0:00,3:25:00 PM,0,0,,,,,@zeynep @WPLGLocal10,#HurricaineIrma #looting,9.07E+017,https://twitter.com/paulburrer/status/906961938109800448,,,
"I've seen video of black, white, and brown looters.",16,5,430,0.844768026,7722,believeitstime,,9/10/17,9/10/2017 0:00,3:38:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/believeitstime/status/906965144105660416,,,
Younsaid it WAS about evacuation- choose one racist defense and stick with it. You're dead wrong. Looting is as low as it gets. Shoot them.,16,5,458,0.2258846364,30870,JohnBouchell,,9/10/17,9/10/2017 0:00,5:50:00 PM,0,1,,,,,,,9.07E+017,https://twitter.com/JohnBouchell/status/906998423806672896,,,
"It's pouring rain, in a major hurricane, and these ghetto rats are looting a Foot Locker. Classy. #DarwinAwards #HurricaneIrma",6,5,577,0.6813193257,8418,BKnight561,,9/10/17,9/10/2017 0:00,3:22:00 PM,4,10,,,,,,#DarwinAwards #HurricaneIrma,9.07E+017,https://twitter.com/BKnight561/status/906961085978365952,,,
"#Prediction #amwriting Let us prop up neighbors in times of need. I wrote this 3 years ago. Chapter 6, part 6 Vincent Valuum in my #book pic.twitter.com/K7JXNxABNk",8,5,777,0.2135466306,27857,ItJust_TakesOne,,9/11/17,9/11/2017 0:00,6:22:00 PM,2,2,,,,,,#Prediction #amwriting #book,9.07E+017,https://twitter.com/ItJust_TakesOne/status/907368669990281216,,,
"scum bags listen to Texas Florida, ALL LOOTERS WILL BE SHOT!",16,5,836,0.8026099315,33912,Kodiakbear911,,9/10/17,9/10/2017 0:00,3:18:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/Kodiakbear911/status/906960090070106112,,,
Those are just undocumented shoppers rescuing the store's inventory.,16,5,926,0.528827587,48145,QuiringJ,,9/10/17,9/10/2017 0:00,2:05:00 PM,9,35,,,,,,,9.07E+017,https://twitter.com/QuiringJ/status/906941766196006912,,,
Why is it ALWAYS blacks that loot!? #characterflaw !,16,5,1004,0.7784537406,56749,texbabe80,,9/11/17,9/11/2017 0:00,9:17:00 AM,0,0,,,,,,#characterflaw,9.07E+017,https://twitter.com/texbabe80/status/907231750107082753,,,
Shameful. Stealing from our very own AND at a time like this? Public stoning is in order. Â¯\_(ãƒ„)_/Â¯,6,5,1122,0.714051193,19428,El_Kuki,,9/14/17,9/14/2017 0:00,6:39:00 PM,0,3,,,,,,,9.08E+017,https://twitter.com/El_Kuki/status/908460205981216768,,,
